Isolate Code,Rep,Hours,Diameter growth
B 18 (Fusarium oxsporum),2,192,5.3
B 18 (Fusarium oxsporum),3,192,5.3
B 18 (Fusarium oxsporum),4,192,5.1
A 41 (Fusarium oxysporum),1,192,4.6
A 41 (Fusarium oxysporum),2,192,4.6
A 41 (Fusarium oxysporum),3,192,4.4
A 41 (Fusarium oxysporum),4,192,4.4
A 29 (Fusarium verticillioides),1,192,3.8
A 29 (Fusarium verticillioides),2,192,3.8
A 29 (Fusarium verticillioides),3,192,3.8
A 29 (Fusarium verticillioides),4,192,3.9
FUS-HR-NIS 52 (Fusarium oxysporum),1,192,6
FUS-HR-NIS 52 (Fusarium oxysporum),2,192,6.5
FUS-HR-NIS 52 (Fusarium oxysporum),3,192,6.2
FUS-HR-NIS 52 (Fusarium oxysporum),4,192,6.2
FUS-HR-NIS 38 (Fusarium solani),1,192,4.2
FUS-HR-NIS 38 (Fusarium solani),2,192,4.4
FUS-HR-NIS 38 (Fusarium solani),3,192,4.4
FUS-HR-NIS 38 (Fusarium solani),4,192,4.4
FUS-SV-NIS 26 (Fusarium sporotrichioides),1,192,5.1
FUS-SV-NIS 26 (Fusarium sporotrichioides),2,192,5
FUS-SV-NIS 26 (Fusarium sporotrichioides),3,192,5.2
FUS-SV-NIS 26 (Fusarium sporotrichioides),4,192,5.2
FUS-SV-NIS 90 (Fusarium solani),1,192,4.9
FUS-SV-NIS 90 (Fusarium solani),2,192,5.2
FUS-SV-NIS 90 (Fusarium solani),3,192,5
FUS-SV-NIS 90 (Fusarium solani),4,192,4.9
FUS-SV-NIS 96 (Fusarium oxysporum),1,192,5.4
FUS-SV-NIS 96 (Fusarium oxysporum),2,192,5.7
FUS-SV-NIS 96 (Fusarium oxysporum),3,192,5.9
FUS-SV-NIS 96 (Fusarium oxysporum),4,192,5.8
FUS-SV-NIS 84 (Fusarium sporotrichioides),1,192,4.7
FUS-SV-NIS 84 (Fusarium sporotrichioides),2,192,4.7
FUS-SV-NIS 84 (Fusarium sporotrichioides),3,192,4.8
FUS-SV-NIS 84 (Fusarium sporotrichioides),4,192,4.8
CCF 104 (Fusarium equesti),1,204,5.4
CCF 104 (Fusarium equesti),2,204,5.4
CCF 104 (Fusarium equesti),3,204,5.5
CCF 104 (Fusarium equesti),4,204,5.5
A 33 (Fusarium oxysporum),1,204,7.3
A 33 (Fusarium oxysporum),2,204,7.4
A 33 (Fusarium oxysporum),3,204,7.5
A 33 (Fusarium oxysporum),4,204,7.5
B 15 (Fusarium solani),1,204,7.1
B 15 (Fusarium solani),2,204,7.1
B 15 (Fusarium solani),3,204,7.1
B 15 (Fusarium solani),4,204,7.3
C 2 (Fusarium solani),1,204,5.6
C 2 (Fusarium solani),2,204,5.6
C 2 (Fusarium solani),3,204,5.7
C 2 (Fusarium solani),4,204,5.6
Osogbo 77 (Fusarium oxysporum),1,204,5.5
Osogbo 77 (Fusarium oxysporum),2,204,5.5
Osogbo 77 (Fusarium oxysporum),3,204,5.3
Osogbo 77 (Fusarium oxysporum),4,204,5.5
Osogbo 81 (Fusarium oxysporum),1,204,5.1
Osogbo 81 (Fusarium oxysporum),2,204,5.3
Osogbo 81 (Fusarium oxysporum),3,204,5.3
Osogbo 81 (Fusarium oxysporum),4,204,5.3
Osogbo 79 (Fusarium oxysporum),1,204,4.8
Osogbo 79 (Fusarium oxysporum),2,204,4.7
Osogbo 79 (Fusarium oxysporum),3,204,4.9
Osogbo 79 (Fusarium oxysporum),4,204,5.1
Osogbo 85 (Fusarium oxysporum),1,204,4.1
Osogbo 85 (Fusarium oxysporum),2,204,4
Osogbo 85 (Fusarium oxysporum),3,204,3.9
Osogbo 85 (Fusarium oxysporum),4,204,4
Osogbo 89 (Fusarium solani),1,204,4
Osogbo 89 (Fusarium solani),2,204,4
Osogbo 89 (Fusarium solani),3,204,3.9
Osogbo 89 (Fusarium solani),4,204,4.1
Osogbo 84 (Fusarium verticillioides),1,204,4
Osogbo 84 (Fusarium verticillioides),2,204,4.1
Osogbo 84 (Fusarium verticillioides),3,204,4
Osogbo 84 (Fusarium verticillioides),4,204,4.1
Osogbo 74 (Fusarium verticillioides),1,204,4.1
Osogbo 74 (Fusarium verticillioides),2,204,4.1
Osogbo 74 (Fusarium verticillioides),3,204,4.1
Osogbo 74 (Fusarium verticillioides),4,204,4.3
Osogbo 92 (Fusarium verticillioides),1,204,3.9
Osogbo 92 (Fusarium verticillioides),2,204,4
Osogbo 92 (Fusarium verticillioides),3,204,3.9
Osogbo 92 (Fusarium verticillioides),4,204,3.9
Osogbo 90 (Fusarium oxysporom),1,204,5.7
Osogbo 90 (Fusarium oxysporom),2,204,5.7
Osogbo 90 (Fusarium oxysporom),3,204,5.7
Osogbo 90 (Fusarium oxysporom),4,204,5.7
A 19 (Fusarium solani),1,204,6.9
A 19 (Fusarium solani),2,204,7.1
A 19 (Fusarium solani),3,204,7.1
A 19 (Fusarium solani),4,204,7
B 29 (Fusarium solani),1,204,7.5
B 29 (Fusarium solani),2,204,7.9
B 29 (Fusarium solani),3,204,7.5
B 29 (Fusarium solani),4,204,7.8
A 15 (Fusarium sporotrichioides),1,204,4.5
A 15 (Fusarium sporotrichioides),2,204,4.5
A 15 (Fusarium sporotrichioides),3,204,4.5
A 15 (Fusarium sporotrichioides),4,204,4.5
B 18 (Fusarium oxsporum),1,204,5.3
B 18 (Fusarium oxsporum),2,204,5.5
B 18 (Fusarium oxsporum),3,204,5.5
B 18 (Fusarium oxsporum),4,204,5.3
A 41 (Fusarium oxysporum),1,204,4.8
A 41 (Fusarium oxysporum),2,204,4.8
A 41 (Fusarium oxysporum),3,204,4.6
A 41 (Fusarium oxysporum),4,204,4.6
A 29 (Fusarium verticillioides),1,204,4
A 29 (Fusarium verticillioides),2,204,4
A 29 (Fusarium verticillioides),3,204,4
A 29 (Fusarium verticillioides),4,204,4.1
FUS-HR-NIS 52 (Fusarium oxysporum),1,204,6.2
FUS-HR-NIS 52 (Fusarium oxysporum),2,204,6.7
FUS-HR-NIS 52 (Fusarium oxysporum),3,204,6.4
FUS-HR-NIS 52 (Fusarium oxysporum),4,204,6.4
FUS-HR-NIS 38 (Fusarium solani),1,204,4.4
FUS-HR-NIS 38 (Fusarium solani),2,204,4.5
FUS-HR-NIS 38 (Fusarium solani),3,204,4.6
FUS-HR-NIS 38 (Fusarium solani),4,204,4.6
FUS-SV-NIS 26 (Fusarium sporotrichioides),1,204,5.4
FUS-SV-NIS 26 (Fusarium sporotrichioides),2,204,5.2
FUS-SV-NIS 26 (Fusarium sporotrichioides),3,204,5.4
FUS-SV-NIS 26 (Fusarium sporotrichioides),4,204,5.3
FUS-SV-NIS 90 (Fusarium solani),1,204,5.1
FUS-SV-NIS 90 (Fusarium solani),2,204,5.4
FUS-SV-NIS 90 (Fusarium solani),3,204,5.2
FUS-SV-NIS 90 (Fusarium solani),4,204,5.2
FUS-SV-NIS 96 (Fusarium oxysporum),1,204,5.8
FUS-SV-NIS 96 (Fusarium oxysporum),2,204,6.1
FUS-SV-NIS 96 (Fusarium oxysporum),3,204,6.2
FUS-SV-NIS 96 (Fusarium oxysporum),4,204,6.1
FUS-SV-NIS 84 (Fusarium sporotrichioides),1,204,5.1
FUS-SV-NIS 84 (Fusarium sporotrichioides),2,204,5.1
FUS-SV-NIS 84 (Fusarium sporotrichioides),3,204,5.2
FUS-SV-NIS 84 (Fusarium sporotrichioides),4,204,5.1
CCF 104 (Fusarium equesti),1,216,5.7
CCF 104 (Fusarium equesti),2,216,5.7
CCF 104 (Fusarium equesti),3,216,5.8
CCF 104 (Fusarium equesti),4,216,5.8
A 33 (Fusarium oxysporum),1,216,7.7
A 33 (Fusarium oxysporum),2,216,7.8
A 33 (Fusarium oxysporum),3,216,7.9
A 33 (Fusarium oxysporum),4,216,7.9
B 15 (Fusarium solani),1,216,7.6
B 15 (Fusarium solani),2,216,7.4
B 15 (Fusarium solani),3,216,7.6
B 15 (Fusarium solani),4,216,7.9
C 2 (Fusarium solani),1,216,6
C 2 (Fusarium solani),2,216,6
C 2 (Fusarium solani),3,216,6.1
C 2 (Fusarium solani),4,216,6
Osogbo 77 (Fusarium oxysporum),1,216,5.8
Osogbo 77 (Fusarium oxysporum),2,216,5.8
Osogbo 77 (Fusarium oxysporum),3,216,5.7
Osogbo 77 (Fusarium oxysporum),4,216,5.8
Osogbo 81 (Fusarium oxysporum),1,216,5.4
Osogbo 81 (Fusarium oxysporum),2,216,5.6
Osogbo 81 (Fusarium oxysporum),3,216,5.6
Osogbo 81 (Fusarium oxysporum),4,216,5.6
Osogbo 79 (Fusarium oxysporum),1,216,5
Osogbo 79 (Fusarium oxysporum),2,216,5
Osogbo 79 (Fusarium oxysporum),3,216,5
Osogbo 79 (Fusarium oxysporum),4,216,5
Osogbo 85 (Fusarium oxysporum),1,216,4.3
Osogbo 85 (Fusarium oxysporum),2,216,4.2
Osogbo 85 (Fusarium oxysporum),3,216,4.1
Osogbo 85 (Fusarium oxysporum),4,216,4.2
Osogbo 89 (Fusarium solani),1,216,4.2
Osogbo 89 (Fusarium solani),2,216,4.2
Osogbo 89 (Fusarium solani),3,216,4.1
Osogbo 89 (Fusarium solani),4,216,4.3
Osogbo 84 (Fusarium verticillioides),1,216,4.2
Osogbo 84 (Fusarium verticillioides),2,216,4.3
Osogbo 84 (Fusarium verticillioides),3,216,4.2
Osogbo 84 (Fusarium verticillioides),4,216,4.3
Osogbo 74 (Fusarium verticillioides),1,216,4.3
Osogbo 74 (Fusarium verticillioides),2,216,4.3
Osogbo 74 (Fusarium verticillioides),3,216,4.3
Osogbo 74 (Fusarium verticillioides),4,216,4.5
Osogbo 92 (Fusarium verticillioides),1,216,4.1
Osogbo 92 (Fusarium verticillioides),2,216,4.2
Osogbo 92 (Fusarium verticillioides),3,216,4.1
Osogbo 92 (Fusarium verticillioides),4,216,4.1
Osogbo 90 (Fusarium oxysporom),1,216,6
Osogbo 90 (Fusarium oxysporom),2,216,6
Osogbo 90 (Fusarium oxysporom),3,216,6
Osogbo 90 (Fusarium oxysporom),4,216,6
A 19 (Fusarium solani),1,216,7.5
A 19 (Fusarium solani),2,216,7.5
A 19 (Fusarium solani),3,216,7.5
A 19 (Fusarium solani),4,216,7.5
B 29 (Fusarium solani),1,216,7.9
B 29 (Fusarium solani),2,216,8.3
B 29 (Fusarium solani),3,216,7.9
B 29 (Fusarium solani),4,216,8.1
A 15 (Fusarium sporotrichioides),1,216,4.7
A 15 (Fusarium sporotrichioides),2,216,4.7
A 15 (Fusarium sporotrichioides),3,216,4.7
A 15 (Fusarium sporotrichioides),4,216,4.7
B 18 (Fusarium oxsporum),1,216,5.5
B 18 (Fusarium oxsporum),2,216,5.7
B 18 (Fusarium oxsporum),3,216,5.7
B 18 (Fusarium oxsporum),4,216,5.5
A 41 (Fusarium oxysporum),1,216,5
A 41 (Fusarium oxysporum),2,216,5
A 41 (Fusarium oxysporum),3,216,4.8
A 41 (Fusarium oxysporum),4,216,4.8
A 29 (Fusarium verticillioides),1,216,4.2
A 29 (Fusarium verticillioides),2,216,4.2
A 29 (Fusarium verticillioides),3,216,4.2
A 29 (Fusarium verticillioides),4,216,4.3
FUS-HR-NIS 52 (Fusarium oxysporum),1,216,6.6
FUS-HR-NIS 52 (Fusarium oxysporum),2,216,7.3
FUS-HR-NIS 52 (Fusarium oxysporum),3,216,6.9
FUS-HR-NIS 52 (Fusarium oxysporum),4,216,6.9
FUS-HR-NIS 38 (Fusarium solani),1,216,4.7
FUS-HR-NIS 38 (Fusarium solani),2,216,4.9
FUS-HR-NIS 38 (Fusarium solani),3,216,4.9
FUS-HR-NIS 38 (Fusarium solani),4,216,4.9
FUS-SV-NIS 26 (Fusarium sporotrichioides),1,216,5.8
FUS-SV-NIS 26 (Fusarium sporotrichioides),2,216,5.5
FUS-SV-NIS 26 (Fusarium sporotrichioides),3,216,5.8
FUS-SV-NIS 26 (Fusarium sporotrichioides),4,216,5.7
FUS-SV-NIS 90 (Fusarium solani),1,216,5.3
FUS-SV-NIS 90 (Fusarium solani),2,216,5.6
FUS-SV-NIS 90 (Fusarium solani),3,216,5.4
FUS-SV-NIS 90 (Fusarium solani),4,216,5.4
FUS-SV-NIS 96 (Fusarium oxysporum),1,216,6.2
FUS-SV-NIS 96 (Fusarium oxysporum),2,216,6.4
FUS-SV-NIS 96 (Fusarium oxysporum),3,216,6.5
FUS-SV-NIS 96 (Fusarium oxysporum),4,216,6.4
FUS-SV-NIS 84 (Fusarium sporotrichioides),1,216,5.5
FUS-SV-NIS 84 (Fusarium sporotrichioides),2,216,5.5
FUS-SV-NIS 84 (Fusarium sporotrichioides),3,216,5.6
FUS-SV-NIS 84 (Fusarium sporotrichioides),4,216,5.5
CCF 104 (Fusarium equesti),1,228,6
CCF 104 (Fusarium equesti),2,228,6
CCF 104 (Fusarium equesti),3,228,6.1
CCF 104 (Fusarium equesti),4,228,6.1
A 33 (Fusarium oxysporum),1,228,8.2
A 33 (Fusarium oxysporum),2,228,8.3
A 33 (Fusarium oxysporum),3,228,8.4
A 33 (Fusarium oxysporum),4,228,8.4
B 15 (Fusarium solani),1,228,7.9
B 15 (Fusarium solani),2,228,7.7
B 15 (Fusarium solani),3,228,7.8
B 15 (Fusarium solani),4,228,7.8
C 2 (Fusarium solani),1,228,6.4
C 2 (Fusarium solani),2,228,6.4
C 2 (Fusarium solani),3,228,6.5
C 2 (Fusarium solani),4,228,6.4
Osogbo 77 (Fusarium oxysporum),1,228,6.1
Osogbo 77 (Fusarium oxysporum),2,228,6.1
Osogbo 77 (Fusarium oxysporum),3,228,6
Osogbo 77 (Fusarium oxysporum),4,228,6.1
Osogbo 81 (Fusarium oxysporum),1,228,5.7
Osogbo 81 (Fusarium oxysporum),2,228,5.9
Osogbo 81 (Fusarium oxysporum),3,228,5.9
Osogbo 81 (Fusarium oxysporum),4,228,5.9
Osogbo 79 (Fusarium oxysporum),1,228,5.2
Osogbo 79 (Fusarium oxysporum),2,228,5.2
Osogbo 79 (Fusarium oxysporum),3,228,5.3
Osogbo 79 (Fusarium oxysporum),4,228,5.3
Osogbo 85 (Fusarium oxysporum),1,228,4.5
Osogbo 85 (Fusarium oxysporum),2,228,4.4
Osogbo 85 (Fusarium oxysporum),3,228,4.3
Osogbo 85 (Fusarium oxysporum),4,228,4.4
Osogbo 89 (Fusarium solani),1,228,4.4
Osogbo 89 (Fusarium solani),2,228,4.4
Osogbo 89 (Fusarium solani),3,228,4.3
Osogbo 89 (Fusarium solani),4,228,4.5
Osogbo 84 (Fusarium verticillioides),1,228,4.4
Osogbo 84 (Fusarium verticillioides),2,228,4.5
Osogbo 84 (Fusarium verticillioides),3,228,4.4
Osogbo 84 (Fusarium verticillioides),4,228,4.5
Osogbo 74 (Fusarium verticillioides),1,228,4.5
Osogbo 74 (Fusarium verticillioides),2,228,4.5
Osogbo 74 (Fusarium verticillioides),3,228,4.5
Osogbo 74 (Fusarium verticillioides),4,228,4.7
Osogbo 92 (Fusarium verticillioides),1,228,4.3
Osogbo 92 (Fusarium verticillioides),2,228,4.4
Osogbo 92 (Fusarium verticillioides),3,228,4.3
Osogbo 92 (Fusarium verticillioides),4,228,4.3
Osogbo 90 (Fusarium oxysporom),1,228,6.4
Osogbo 90 (Fusarium oxysporom),2,228,6.4
Osogbo 90 (Fusarium oxysporom),3,228,6.3
Osogbo 90 (Fusarium oxysporom),4,228,6.3
A 19 (Fusarium solani),1,228,8
A 19 (Fusarium solani),2,228,8.1
A 19 (Fusarium solani),3,228,8.1
A 19 (Fusarium solani),4,228,8.1
B 29 (Fusarium solani),1,228,8.3
B 29 (Fusarium solani),2,228,8.4
B 29 (Fusarium solani),3,228,8.3
B 29 (Fusarium solani),4,228,8.4
A 15 (Fusarium sporotrichioides),1,228,4.9
A 15 (Fusarium sporotrichioides),2,228,4.9
A 15 (Fusarium sporotrichioides),3,228,4.9
A 15 (Fusarium sporotrichioides),4,228,4.9
B 18 (Fusarium oxsporum),1,228,5.7
B 18 (Fusarium oxsporum),2,228,5.9
B 18 (Fusarium oxsporum),3,228,5.9
B 18 (Fusarium oxsporum),4,228,5.7
A 41 (Fusarium oxysporum),1,228,5.2
A 41 (Fusarium oxysporum),2,228,5.2
A 41 (Fusarium oxysporum),3,228,5
A 41 (Fusarium oxysporum),4,228,5
A 29 (Fusarium verticillioides),1,228,4.4
A 29 (Fusarium verticillioides),2,228,4.4
A 29 (Fusarium verticillioides),3,228,4.4
A 29 (Fusarium verticillioides),4,228,4.5
FUS-HR-NIS 52 (Fusarium oxysporum),1,228,6.9
FUS-HR-NIS 52 (Fusarium oxysporum),2,228,7.2
FUS-HR-NIS 52 (Fusarium oxysporum),3,228,7
FUS-HR-NIS 52 (Fusarium oxysporum),4,228,6.9
FUS-HR-NIS 38 (Fusarium solani),1,228,5
FUS-HR-NIS 38 (Fusarium solani),2,228,4.9
FUS-HR-NIS 38 (Fusarium solani),3,228,5
FUS-HR-NIS 38 (Fusarium solani),4,228,5
FUS-SV-NIS 26 (Fusarium sporotrichioides),1,228,6.1
FUS-SV-NIS 26 (Fusarium sporotrichioides),2,228,5.9
FUS-SV-NIS 26 (Fusarium sporotrichioides),3,228,5.9
FUS-SV-NIS 26 (Fusarium sporotrichioides),4,228,6
FUS-SV-NIS 90 (Fusarium solani),1,228,5.5
FUS-SV-NIS 90 (Fusarium solani),2,228,5.8
FUS-SV-NIS 90 (Fusarium solani),3,228,5.6
FUS-SV-NIS 90 (Fusarium solani),4,228,5.7
FUS-SV-NIS 96 (Fusarium oxysporum),1,228,6.6
FUS-SV-NIS 96 (Fusarium oxysporum),2,228,6.8
FUS-SV-NIS 96 (Fusarium oxysporum),3,228,6.8
FUS-SV-NIS 96 (Fusarium oxysporum),4,228,6.7
FUS-SV-NIS 84 (Fusarium sporotrichioides),1,228,5.9
FUS-SV-NIS 84 (Fusarium sporotrichioides),2,228,5.9
FUS-SV-NIS 84 (Fusarium sporotrichioides),3,228,6
FUS-SV-NIS 84 (Fusarium sporotrichioides),4,228,5.9
CCF 104 (Fusarium equesti),1,240,6.3
CCF 104 (Fusarium equesti),2,240,6.3
CCF 104 (Fusarium equesti),3,240,6.4
CCF 104 (Fusarium equesti),4,240,6.4
A 33 (Fusarium oxysporum),1,240,8.4
A 33 (Fusarium oxysporum),2,240,8.4
A 33 (Fusarium oxysporum),3,240,8.4
A 33 (Fusarium oxysporum),4,240,8.4
B 15 (Fusarium solani),1,240,8.2
B 15 (Fusarium solani),2,240,8.1
B 15 (Fusarium solani),3,240,8.2
B 15 (Fusarium solani),4,240,8.4
C 2 (Fusarium solani),1,240,6.8
C 2 (Fusarium solani),2,240,6.8
C 2 (Fusarium solani),3,240,6.9
C 2 (Fusarium solani),4,240,6.8
Osogbo 77 (Fusarium oxysporum),1,240,6.4
Osogbo 77 (Fusarium oxysporum),2,240,6.4
Osogbo 77 (Fusarium oxysporum),3,240,6.3
Osogbo 77 (Fusarium oxysporum),4,240,6.4
Osogbo 81 (Fusarium oxysporum),1,240,6
Osogbo 81 (Fusarium oxysporum),2,240,6.2
Osogbo 81 (Fusarium oxysporum),3,240,6.2
Osogbo 81 (Fusarium oxysporum),4,240,6.2
Osogbo 79 (Fusarium oxysporum),1,240,5.4
Osogbo 79 (Fusarium oxysporum),2,240,5.4
Osogbo 79 (Fusarium oxysporum),3,240,5.6
Osogbo 79 (Fusarium oxysporum),4,240,5.5
Osogbo 85 (Fusarium oxysporum),1,240,4.7
Osogbo 85 (Fusarium oxysporum),2,240,4.6
Osogbo 85 (Fusarium oxysporum),3,240,4.5
Osogbo 85 (Fusarium oxysporum),4,240,4.6
Osogbo 89 (Fusarium solani),1,240,4.6
Osogbo 89 (Fusarium solani),2,240,4.6
Osogbo 89 (Fusarium solani),3,240,4.5
Osogbo 89 (Fusarium solani),4,240,4.7
Osogbo 84 (Fusarium verticillioides),1,240,4.6
Osogbo 84 (Fusarium verticillioides),2,240,4.7
Osogbo 84 (Fusarium verticillioides),3,240,4.6
Osogbo 84 (Fusarium verticillioides),4,240,4.7
Osogbo 74 (Fusarium verticillioides),1,240,4.7
Osogbo 74 (Fusarium verticillioides),2,240,4.7
Osogbo 74 (Fusarium verticillioides),3,240,4.7
Osogbo 74 (Fusarium verticillioides),4,240,4.9
Osogbo 92 (Fusarium verticillioides),1,240,4.5
Osogbo 92 (Fusarium verticillioides),2,240,4.6
Osogbo 92 (Fusarium verticillioides),3,240,4.5
Osogbo 92 (Fusarium verticillioides),4,240,4.5
Osogbo 90 (Fusarium oxysporom),1,240,6.8
Osogbo 90 (Fusarium oxysporom),2,240,6.8
Osogbo 90 (Fusarium oxysporom),3,240,6.6
Osogbo 90 (Fusarium oxysporom),4,240,6.6
A 19 (Fusarium solani),1,240,8.4
A 19 (Fusarium solani),2,240,8.4
A 19 (Fusarium solani),3,240,8.4
A 19 (Fusarium solani),4,240,8.4
B 29 (Fusarium solani),1,240,8.4
B 29 (Fusarium solani),2,240,8.4
B 29 (Fusarium solani),3,240,8.4
B 29 (Fusarium solani),4,240,8.4
A 15 (Fusarium sporotrichioides),1,240,5.1
A 15 (Fusarium sporotrichioides),2,240,5.1
A 15 (Fusarium sporotrichioides),3,240,5.1
A 15 (Fusarium sporotrichioides),4,240,5.1
B 18 (Fusarium oxsporum),1,240,5.9
B 18 (Fusarium oxsporum),2,240,6.1
B 18 (Fusarium oxsporum),3,240,6.1
B 18 (Fusarium oxsporum),4,240,5.9
A 41 (Fusarium oxysporum),1,240,5.4
A 41 (Fusarium oxysporum),2,240,5.4
A 41 (Fusarium oxysporum),3,240,5.2
A 41 (Fusarium oxysporum),4,240,5.2
A 29 (Fusarium verticillioides),1,240,4.6
A 29 (Fusarium verticillioides),2,240,4.6
A 29 (Fusarium verticillioides),3,240,4.6
A 29 (Fusarium verticillioides),4,240,4.7
FUS-HR-NIS 52 (Fusarium oxysporum),1,240,7.4
FUS-HR-NIS 52 (Fusarium oxysporum),2,240,7.4
FUS-HR-NIS 52 (Fusarium oxysporum),3,240,7.3
FUS-HR-NIS 52 (Fusarium oxysporum),4,240,7.4
FUS-HR-NIS 38 (Fusarium solani),1,240,5.3
FUS-HR-NIS 38 (Fusarium solani),2,240,5.3
FUS-HR-NIS 38 (Fusarium solani),3,240,5.3
FUS-HR-NIS 38 (Fusarium solani),4,240,5.3
FUS-SV-NIS 26 (Fusarium sporotrichioides),1,240,6.3
FUS-SV-NIS 26 (Fusarium sporotrichioides),2,240,6.2
FUS-SV-NIS 26 (Fusarium sporotrichioides),3,240,6.2
FUS-SV-NIS 26 (Fusarium sporotrichioides),4,240,6.3
FUS-SV-NIS 90 (Fusarium solani),1,240,5.7
FUS-SV-NIS 90 (Fusarium solani),2,240,6
FUS-SV-NIS 90 (Fusarium solani),3,240,5.8
FUS-SV-NIS 90 (Fusarium solani),4,240,6
FUS-SV-NIS 96 (Fusarium oxysporum),1,240,7
FUS-SV-NIS 96 (Fusarium oxysporum),2,240,7.1
FUS-SV-NIS 96 (Fusarium oxysporum),3,240,7.1
FUS-SV-NIS 96 (Fusarium oxysporum),4,240,7
FUS-SV-NIS 84 (Fusarium sporotrichioides),1,240,6.3
FUS-SV-NIS 84 (Fusarium sporotrichioides),2,240,6.3
FUS-SV-NIS 84 (Fusarium sporotrichioides),3,240,6.4
FUS-SV-NIS 84 (Fusarium sporotrichioides),4,240,6.3
CCF 104 (Fusarium equesti),1,252,6.6
CCF 104 (Fusarium equesti),2,252,6.6
CCF 104 (Fusarium equesti),3,252,6.7
CCF 104 (Fusarium equesti),4,252,6.7
A 33 (Fusarium oxysporum),1,252,8.4
A 33 (Fusarium oxysporum),2,252,8.4
A 33 (Fusarium oxysporum),3,252,8.4
A 33 (Fusarium oxysporum),4,252,8.4
B 15 (Fusarium solani),1,252,8.4
B 15 (Fusarium solani),2,252,8.3
B 15 (Fusarium solani),3,252,8.4
B 15 (Fusarium solani),4,252,8.4
C 2 (Fusarium solani),1,252,7.1
C 2 (Fusarium solani),2,252,7.2
C 2 (Fusarium solani),3,252,7.2
C 2 (Fusarium solani),4,252,7.2
Osogbo 77 (Fusarium oxysporum),1,252,6.7
Osogbo 77 (Fusarium oxysporum),2,252,6.7
Osogbo 77 (Fusarium oxysporum),3,252,6.7
Osogbo 77 (Fusarium oxysporum),4,252,6.7
Osogbo 81 (Fusarium oxysporum),1,252,6.3
Osogbo 81 (Fusarium oxysporum),2,252,6.5
Osogbo 81 (Fusarium oxysporum),3,252,6.5
Osogbo 81 (Fusarium oxysporum),4,252,6.5
Osogbo 79 (Fusarium oxysporum),1,252,5.6
Osogbo 79 (Fusarium oxysporum),2,252,5.6
Osogbo 79 (Fusarium oxysporum),3,252,5.9
Osogbo 79 (Fusarium oxysporum),4,252,5.8
Osogbo 85 (Fusarium oxysporum),1,252,4.9
Osogbo 85 (Fusarium oxysporum),2,252,4.8
Osogbo 85 (Fusarium oxysporum),3,252,4.7
Osogbo 85 (Fusarium oxysporum),4,252,4.8
Osogbo 89 (Fusarium solani),1,252,4.8
Osogbo 89 (Fusarium solani),2,252,4.8
Osogbo 89 (Fusarium solani),3,252,4.7
Osogbo 89 (Fusarium solani),4,252,4.9
Osogbo 84 (Fusarium verticillioides),1,252,4.8
Osogbo 84 (Fusarium verticillioides),2,252,4.9
Osogbo 84 (Fusarium verticillioides),3,252,4.8
Osogbo 84 (Fusarium verticillioides),4,252,4.9
Osogbo 74 (Fusarium verticillioides),1,252,4.9
Osogbo 74 (Fusarium verticillioides),2,252,4.9
Osogbo 74 (Fusarium verticillioides),3,252,4.9
Osogbo 74 (Fusarium verticillioides),4,252,5.1
Osogbo 92 (Fusarium verticillioides),1,252,4.7
Osogbo 92 (Fusarium verticillioides),2,252,4.8
Osogbo 92 (Fusarium verticillioides),3,252,4.7
Osogbo 92 (Fusarium verticillioides),4,252,4.7
Osogbo 90 (Fusarium oxysporom),1,252,7.1
Osogbo 90 (Fusarium oxysporom),2,252,7.1
Osogbo 90 (Fusarium oxysporom),3,252,6.9
Osogbo 90 (Fusarium oxysporom),4,252,6.9
A 19 (Fusarium solani),1,252,8.4
A 19 (Fusarium solani),2,252,8.4
A 19 (Fusarium solani),3,252,8.4
A 19 (Fusarium solani),4,252,8.4
B 29 (Fusarium solani),1,252,8.4
B 29 (Fusarium solani),2,252,8.4
B 29 (Fusarium solani),3,252,8.4
B 29 (Fusarium solani),4,252,8.4
A 15 (Fusarium sporotrichioides),1,252,5.3
A 15 (Fusarium sporotrichioides),2,252,5.3
A 15 (Fusarium sporotrichioides),3,252,5.3
A 15 (Fusarium sporotrichioides),4,252,5.3
B 18 (Fusarium oxsporum),1,252,6.1
B 18 (Fusarium oxsporum),2,252,6.3
B 18 (Fusarium oxsporum),3,252,6.3
B 18 (Fusarium oxsporum),4,252,6.1
A 41 (Fusarium oxysporum),1,252,5.6
A 41 (Fusarium oxysporum),2,252,5.6
A 41 (Fusarium oxysporum),3,252,5.4
A 41 (Fusarium oxysporum),4,252,5.4
A 29 (Fusarium verticillioides),1,252,4.8
A 29 (Fusarium verticillioides),2,252,4.8
A 29 (Fusarium verticillioides),3,252,4.8
A 29 (Fusarium verticillioides),4,252,4.9
FUS-HR-NIS 52 (Fusarium oxysporum),1,252,7.6
FUS-HR-NIS 52 (Fusarium oxysporum),2,252,7.6
FUS-HR-NIS 52 (Fusarium oxysporum),3,252,7.5
FUS-HR-NIS 52 (Fusarium oxysporum),4,252,7.6
FUS-HR-NIS 38 (Fusarium solani),1,252,5.5
FUS-HR-NIS 38 (Fusarium solani),2,252,5.5
FUS-HR-NIS 38 (Fusarium solani),3,252,5.6
FUS-HR-NIS 38 (Fusarium solani),4,252,5.6
FUS-SV-NIS 26 (Fusarium sporotrichioides),1,252,6.5
