"LON","LAT","YEAR","MM","DD","DOY","YYYYMMDD","RH2M","T2M","PRECTOTCORR"
3.9131902,7.5082593,2021,12,17,351,2021-12-17,80.25,24.34,0
3.9131902,7.5082593,2021,12,18,352,2021-12-18,74.69,22.92,0
3.9131902,7.5082593,2021,12,19,353,2021-12-19,75.69,22.08,0
3.9131902,7.5082593,2021,12,20,354,2021-12-20,76.88,22.12,0
3.9131902,7.5082593,2021,12,21,355,2021-12-21,76,23.12,0
3.9131902,7.5082593,2021,12,22,356,2021-12-22,78.06,23.87,0
3.9131902,7.5082593,2021,12,23,357,2021-12-23,72.56,23.64,0
3.9131902,7.5082593,2021,12,24,358,2021-12-24,75.75,24.18,0
3.9131902,7.5082593,2021,12,25,359,2021-12-25,81.56,24.97,0
3.9131902,7.5082593,2021,12,26,360,2021-12-26,82.25,26.05,0
3.9131902,7.5082593,2021,12,27,361,2021-12-27,80.88,26.05,3.05
3.9131902,7.5082593,2021,12,28,362,2021-12-28,83.56,24.12,14.31
3.9131902,7.5082593,2021,12,29,363,2021-12-29,81.12,23.52,1.13
3.9131902,7.5082593,2021,12,30,364,2021-12-30,68.81,23.4,0.02
3.9131902,7.5082593,2021,12,31,365,2021-12-31,77.88,23.32,1.23
