PlotName,plot,ENV,Rep,Blk,Entry,Pedigree,DP,DS,ASI,PHT,EHT,HCV,PASP,EASP,RL,SL,EPP,EAROT,GY,STGC,Turcicum 10 WAP
BA22365-IK'OPT-1066,1276,WW,1,5,E196,TZEEIOR 349,56,56,0,111.8,61.8,2,3,5,0,58.33,1.17,14.29,2401.960784,,4
BA22365-IK'OPT-1067,1277,WW,1,5,E153,TZEEI 58,51,53,2,140.4,51,2,5,4,0,55.56,0.78,14.29,2318.954248,,4
BA22365-IK'OPT-1068,1278,WW,1,5,E192,TZEEIOR 526,53,53,0,94.6,40,2,4,4,0,50,0.75,22.22,1899.782135,,4
BA22365-IK'OPT-1069,1279,WW,1,5,E160,TZEEIOR 109,55,56,1,135.6,63,2,3,6,0,0,0.71,10,786.9281046,,5
BA22365-IK'OPT-1070,1280,WW,1,5,E83,TZEEIOR 422,51,51,0,130,55,2,2,4,0,0,1.06,10.53,4616.993464,,2
BA22365-IK'OPT-1071,1281,WW,1,5,E53,TZEEIOR 375,48,48,0,85.6,29.4,4,6,5,0,52.94,0.47,25,790.5882353,,6
BA22365-IK'OPT-1072,1282,WW,1,5,E13,TZEEIOR 296,59,58,1,117.8,53,3,4,5,0,0,1,5.88,2315.076253,,5
BA22365-IK'OPT-1073,1283,WW,1,5,E73,TZEEIOR 403,52,51,1,113.8,60,5,2,4,0,50,1.38,18.18,4775.294118,,3
BA22365-IK'OPT-1074,1284,WW,1,5,E175,TZEEIOR 24,55,56,1,145.4,63.2,5,3,5,0,0,0.91,0,1962.178649,,2
BA22365-IK'OPT-1075,1285,WW,1,5,E100,TZEEIOR 463,48,48,0,109.4,36.8,4,3,3,0,20,0.73,9.09,1551.198257,,3
BA22365-IK'OPT-1076,1286,WW,1,6,E151,TZEEIOR 249,55,56,1,141,66.4,5,3,4,0,0,0.88,21.43,2623.093682,,3
BA22365-IK'OPT-1077,1287,WW,1,6,E22,TZEEIOR 310,51,51,0,112,40.6,5,5,5,0,26.67,0.67,10,1181.917211,,4
BA22365-IK'OPT-1078,1288,WW,1,6,E43,TZEEIOR 355,51,50,1,131.8,56,3,2,3,0,66.67,1.22,4.55,6023.529412,,3
BA22365-IK'OPT-1079,1289,WW,1,6,E115,TZEEIOR 501,48,48,0,104.4,50.2,3,2,3,0,56.25,1.44,8.7,2980.392157,,3
BA22365-IK'OPT-1080,1290,WW,1,6,E181,TZEEIOR 45,56,57,1,150.6,61.4,3,3,4,0,0,0.92,9.09,1529.237473,,2
BA22365-IK'OPT-1081,1291,WW,1,6,E79,TZEEIOR 413,50,50,0,140.4,72.8,3,3,3,0,57.14,0.93,7.69,2338.997821,,4
BA22365-IK'OPT-1082,1292,WW,1,6,E92,TZEEIOR 445,51,51,0,141,57.2,2,2,2,0,0,0.94,0,4486.27451,,3
BA22365-IK'OPT-1083,1293,WW,1,6,E119,TZEEIOR 509,53,53,0,125,65.6,2,2,4,0,0,1.28,4.35,3944.96732,,4
BA22365-IK'OPT-1084,1294,WW,1,6,E137,TZEEIOR 545,54,54,0,132.2,56.2,3,2,4,0,22.22,0.89,6.25,3407.843137,,4
BA22365-IK'OPT-1085,1295,WW,1,6,E91,TZEEIOR 444,53,53,0,134.8,64,2,3,3,0,0,1,5.88,3834.422658,,5
BA22365-IK'OPT-1086,1296,WW,1,6,E96,TZEEIOR 458,54,54,0,111.6,43.4,2,3,5,0,0,0.94,6.67,2000,,4
BA22365-IK'OPT-1087,1297,WW,1,6,E60,TZEEIOR 384,55,55,0,107.6,52,4,4,6,0,78.57,0.93,15.38,1584.618736,,3
BA22365-IK'OPT-1088,1298,WW,1,6,E67,TZEEIOR 395,53,51,2,106.8,59,5,5,6,0,12.5,0.94,6.67,3400,,5
BA22365-IK'OPT-1089,1299,WW,1,6,E45,TZEEIOR 357,53,54,1,154.4,56,2,2,4,0,0,0.83,0,2277.124183,,3
BA22365-IK'OPT-1090,1300,WW,1,6,E63,TZEEIOR 389,53,52,1,86.2,41,4,6,5,0,0,0.63,10,1526.797386,,6
BA22365-IK'OPT-1091,1301,WW,1,7,E20,TZEEIOR 305,57,55,2,94,50,3,6,4,0,44.44,1,16.67,2426.143791,,7
BA22365-IK'OPT-1092,1302,WW,1,7,E101,TZEEIOR 464,51,50,1,101.4,39,2,3,5,0,56.25,1.06,17.65,2285.83878,,3
BA22365-IK'OPT-1093,1303,WW,1,7,E28,TZEEIOR 323,49,48,1,114.4,44,4,5,5,0,14.29,0.79,9.09,1518.518519,,6
BA22365-IK'OPT-1094,1304,WW,1,7,E61,TZEEIOR 386,51,50,1,99.4,50,4,4,4,0,31.25,1.13,11.11,2338.823529,,6
BA22365-IK'OPT-1095,1305,WW,1,7,E87,TZEEIOR 432,50,50,0,125.4,48.8,4,4,5,0,12.5,0.94,6.67,2288.496732,,5
BA22365-IK'OPT-1096,1306,WW,1,7,E65,TZEEIOR 392,49,49,0,76.4,30.6,5,4,5,0,16.67,0.67,0,778.6928105,,4
BA22365-IK'OPT-1097,1307,WW,1,7,E122,TZEEIOR 515,51,51,0,107,37.4,2,3,4,0,21.43,0.93,7.69,2305.882353,,4
BA22365-IK'OPT-1098,1308,WW,1,7,E8,TZEEIOR 288,54,53,1,88.2,34.2,3,4,5,0,0,0.64,11.11,1144.095861,,3
BA22365-IK'OPT-1099,1309,WW,1,7,E147,TZEEIOR 139,58,59,1,169.8,90.4,4,2,4,0,0,1.18,0,3738.562092,,5
BA22365-IK'OPT-1100,1310,WW,1,7,E116,TZEEIOR 504,48,48,0,135.4,62.2,2,1,3,0,0,1.44,3.85,7777.777778,,2
BA22365-IK'OPT-1101,1311,WW,1,7,E110,TZEEIOR 491,51,52,1,111.4,48.2,2,2,5,0,0,1.53,7.69,4126.797386,,2
BA22365-IK'OPT-1102,1312,WW,1,7,E169,TZEEIOR 113,55,56,1,121,48.4,3,3,4,0,0,0.78,7.14,2313.72549,,3
BA22365-IK'OPT-1103,1313,WW,1,7,E158,TZEEI 81,58,60,2,105.2,43,3,5,6,0,0,0.39,14.29,1554.684096,,2
BA22365-IK'OPT-1104,1314,WW,1,7,E125,TZEEIOR 523,54,53,1,108.6,61,3,4,4,0,0,1.29,11.11,3141.176471,,2
BA22365-IK'OPT-1105,1315,WW,1,7,E4,TZEEIOR 282,52,51,1,96.6,44.2,4,4,5,0,0,1,14.29,2317.734205,,2
BA22365-IK'OPT-1106,1316,WW,1,8,E168,TZEEIOR 53,,,,,,,,,,,,,,,
BA22365-IK'OPT-1107,1317,WW,1,8,E165,TZEEIOR 35,56,55,1,127,51,4,5,2,0,0,0.63,20,3071.023965,,4
BA22365-IK'OPT-1108,1318,WW,1,8,E97,TZEEIOR 460,52,52,0,110.2,51.2,4,2,4,0,11.11,1.17,9.52,3872.766885,,3
BA22365-IK'OPT-1109,1319,WW,1,8,E71,TZEEIOR 399,58,57,1,120.4,58,3,4,5,0,0,1.09,8.33,1860.566449,,3
BA22365-IK'OPT-1110,1320,WW,1,8,E26,TZEEIOR 321,51,51,0,118.8,56.2,5,3,3,0,66.67,0.89,6.25,3882.135076,,4
BA22365-IK'OPT-1111,1321,WW,1,8,E152,TZdEEI 13,53,53,0,115.4,51,3,3,3,0,16.67,1,11.11,3595.816993,,2
BA22365-IK'OPT-1112,1322,WW,1,8,E84,TZEEIOR 424,48,48,0,120.6,56.2,2,2,4,0,0,0.94,11.76,3364.705882,,2
BA22365-IK'OPT-1113,1323,WW,1,8,E140,TZEEIOR 550,51,51,0,117.4,48.4,2,2,3,0,0,1,5.88,4622.222222,,2
BA22365-IK'OPT-1114,1324,WW,1,8,E199,TZEEIOR 41,55,57,2,139,53.6,2,4,6,0,0,0.82,0,1549.455338,,2
BA22365-IK'OPT-1115,1325,WW,1,8,E135,TZEEIOR 542,58,57,1,135.4,55.6,3,2,3,0,0,1.29,11.11,3423.529412,,2
BA22365-IK'OPT-1116,1326,WW,1,8,E139,TZEEIOR 548,55,55,0,103.4,37.2,3,3,3,0,38.89,0.94,5.88,3127.058824,,2
BA22365-IK'OPT-1117,1327,WW,1,8,E32,TZEEIOR 333,55,56,1,95,39,4,6,5,0,0,0.61,27.27,761.6557734,,6
BA22365-IK'OPT-1118,1328,WW,1,8,E178,TZEEIOR 10,57,58,1,125.2,53.2,4,3,3,0,0,0.94,5.88,4145.969499,,2
BA22365-IK'OPT-1119,1329,WW,1,8,E50,TZEEIOR 368,51,51,0,88.6,29.4,4,6,6,0,11.11,0.67,16.67,1975.555556,,3
BA22365-IK'OPT-1120,1330,WW,1,8,E179,TZEEIOR 85,58,57,1,130,52,4,4,3,0,0,0.8,0,2997.821351,,2
BA22365-IK'OPT-1121,1331,WW,1,9,E48,TZEEIOR 366,54,53,1,84.8,31.8,4,6,5,0,14.29,0.79,9.09,1017.342048,,4
BA22365-IK'OPT-1122,1332,WW,1,9,E197,TZEEIOR 381,54,53,1,98.4,42.2,4,4,5,0,42.86,0.86,8.33,1471.982571,,5
BA22365-IK'OPT-1123,1333,WW,1,9,E29,TZEEIOR 324,52,51,1,103.4,43.4,5,6,5,0,25,0.88,7.14,1216.470588,,6
BA22365-IK'OPT-1124,1334,WW,1,9,E3,TZEEIOR 281,53,53,0,113.2,40.6,5,6,5,0,0,0.71,10,953.1590414,,7
BA22365-IK'OPT-1125,1335,WW,1,9,E163,TZEEIOR 29,55,56,1,138.6,57,3,4,5,0,0,1,16.67,754.6840959,,3
BA22365-IK'OPT-1126,1336,WW,1,9,E66,TZEEIOR 394,52,51,1,94.2,43.4,5,5,5,0,0,1.08,23.08,1667.538126,,4
BA22365-IK'OPT-1127,1337,WW,1,9,E164,TZEEIOR 126,53,52,1,89.2,33.6,5,6,6,0,75,0.56,22.22,901.9607843,,5
BA22365-IK'OPT-1128,1338,WW,1,9,E57,TZEEIOR 379,52,52,0,101,39.2,3,4,5,0,60,0.7,14.29,1542.48366,,5
BA22365-IK'OPT-1129,1339,WW,1,9,E34,TZEEIOR 335,55,54,1,89,34.2,5,4,6,0,0,0.8,37.5,783.4422658,,5
BA22365-IK'OPT-1130,1340,WW,1,9,E9,TZEEIOR 289,56,55,1,102.8,39,3,3,4,0,29.41,1,11.76,1650.675381,,4
BA22365-IK'OPT-1131,1341,WW,1,9,E185,TZEEIOR 221,57,57,0,124,52,5,3,4,0,0,0.86,0,1922.222222,,3
BA22365-IK'OPT-1132,1342,WW,1,9,E155,TZEEI 64,51,52,1,85.4,40,3,6,6,0,0,0.47,14.29,383.4422658,,5
BA22365-IK'OPT-1133,1343,WW,1,9,E195,TZEEIOR 510,54,55,1,121.8,51,2,2,4,0,23.53,1.12,10.53,3753.943355,,2
BA22365-IK'OPT-1134,1344,WW,1,9,E176,TZEEIOR 203,55,56,1,128.6,53,2,4,5,0,30.77,0.85,9.09,1152.941176,,3
BA22365-IK'OPT-1135,1345,WW,1,9,E99,TZEEIOR 462,51,51,0,116.2,42,3,2,4,0,0,0.78,7.14,2407.058824,,3
BA22365-IK'OPT-1136,1346,WW,1,10,E11,TZEEIOR 291,58,57,1,100.8,44,4,4,5,0,0,0.94,6.67,3074.117647,,3
BA22365-IK'OPT-1137,1347,WW,1,10,E171,TZEEIOR 5,53,54,1,104,37.2,2,4,5,0,0,0.69,0,1544.22658,,3
BA22365-IK'OPT-1138,1348,WW,1,10,E183,TZEEIOR 108,57,59,2,113.4,48.8,4,3,5,0,0,1.1,9.09,1169.934641,,2
BA22365-IK'OPT-1139,1349,WW,1,10,E54,TZEEIOR 376,49,49,0,103,44,3,4,5,0,26.67,0.6,22.22,1177.777778,,3
BA22365-IK'OPT-1140,1350,WW,1,10,E118,TZEEIOR 508,53,53,0,98.8,43,3,3,7,0,11.11,1.06,10.53,1925.925926,,4
BA22365-IK'OPT-1141,1351,WW,1,10,E2,TZEEIOR 280,50,49,1,119,51,3,3,4,0,0,1.06,5.88,2300.653595,,4
BA22365-IK'OPT-1142,1352,WW,1,10,E141,TZEEIOR 11,58,59,1,99.6,43.6,4,6,5,0,0,0.69,9.09,813.4640523,,2
BA22365-IK'OPT-1143,1353,WW,1,10,E23,TZEEIOR 311,51,51,0,111.6,51,3,3,4,0,56.25,1,18.75,2694.59695,,4
BA22365-IK'OPT-1144,1354,WW,1,10,E37,TZEEIOR 343,55,56,1,87,32,4,4,5,0,22.22,0.72,15.38,1333.333333,,5
BA22365-IK'OPT-1145,1355,WW,1,10,E180,TZEEIOR 197,58,60,2,120.4,46,3,3,6,0,0,0.75,0,758.1699346,,3
BA22365-IK'OPT-1146,1356,WW,1,10,E86,TZEEIOR 427,57,57,0,106.8,47,3,3,4,0,0,0.94,12.5,2355.294118,,4
BA22365-IK'OPT-1147,1357,WW,1,10,E51,TZEEIOR 371,57,57,0,98.8,36,2,5,5,0,36.36,0.73,0,383.8779956,,5
BA22365-IK'OPT-1148,1358,WW,1,10,E189,TZEEIOR 205,55,56,1,125.8,60,4,3,4,0,0,0.81,7.69,3067.538126,,3
BA22365-IK'OPT-1149,1359,WW,1,10,E58,TZEEIOR 380,55,54,1,105,52,3,5,5,0,54.55,1,18.18,2000,,6
BA22365-IK'OPT-1150,1360,WW,1,10,E172,TZEEIOR 100,57,58,1,144.6,63,3,5,4,0,0,0.78,14.29,1959.912854,,6
BA22365-IK'OPT-1151,1361,WW,1,11,E17,TZEEIOR 301,56,55,1,115,55,3,3,4,0,0,0.94,18.75,3843.137255,,3
BA22365-IK'OPT-1152,1362,WW,1,11,E42,TZEEIOR 352,53,52,1,88.6,47,5,5,5,0,47.06,0.94,12.5,1938.997821,,6
BA22365-IK'OPT-1153,1363,WW,1,11,E1,TZEEIOR 279,50,50,0,132.2,60,2,3,4,0,0,0.88,7.14,3459.520697,,3
BA22365-IK'OPT-1154,1364,WW,1,11,E82,TZEEIOR 421,53,53,0,155,65,2,2,4,0,0,1.06,16.67,4074.074074,,3
BA22365-IK'OPT-1155,1365,WW,1,11,E157,TZEEI 76,48,49,1,132,59,2,4,4,0,61.11,1.06,5.26,3001.30719,,4
BA22365-IK'OPT-1156,1366,WW,1,11,E190,TZEEIOR 209,57,57,0,140.2,64,2,2,5,0,0,0.87,7.69,2308.496732,,3
BA22365-IK'OPT-1157,1367,WW,1,11,E77,TZEEIOR 407,57,57,0,93.4,40,2,4,4,0,77.78,0.89,12.5,1943.35512,,3
BA22365-IK'OPT-1158,1368,WW,1,11,E55,TZEEIOR 377,52,51,1,92.8,37,3,4,4,0,70.59,0.88,13.33,2337.254902,,4
BA22365-IK'OPT-1159,1369,WW,1,11,E162,TZEEIOR 91,53,53,0,117.4,55,6,4,4,0,0,0.82,21.43,2326.797386,,5
BA22365-IK'OPT-1160,1370,WW,1,11,E148,TZEEIOR 140,55,56,1,130.4,55,3,4,4,0,0,0.94,0,3164.488017,,5
BA22365-IK'OPT-1161,1371,WW,1,11,E107,TZEEIOR 478,53,53,0,81,35.6,3,4,5,0,0,0.93,7.14,2337.254902,,3
BA22365-IK'OPT-1162,1372,WW,1,11,E121,TZEEIOR 514,51,51,0,91.4,39,4,3,3,0,22.22,1.39,4,5246.187364,,2
BA22365-IK'OPT-1163,1373,WW,1,11,E146,TZEEIOR 125,56,58,2,112.4,45,4,4,7,0,0,0.64,0,761.6557734,,3
BA22365-IK'OPT-1164,1374,WW,1,11,E170,TZEEIOR 76,55,55,0,130.2,54,3,3,4,0,0,0.75,8.33,1538.997821,,5
BA22365-IK'OPT-1165,1375,WW,1,11,E35,TZEEIOR 336,51,51,0,122.8,57,3,4,3,0,29.41,1,5.88,4148.148148,,6
BA22365-IK'OPT-1166,1376,WW,1,12,E133,TZEEIOR 539,49,48,1,74.8,38,3,4,5,0,52.94,0.94,6.25,1799.912854,,3
BA22365-IK'OPT-1167,1377,WW,1,12,E72,TZEEIOR 400,49,48,1,117.2,46,3,2,4,0,23.53,0.94,12.5,3877.167756,,3
BA22365-IK'OPT-1168,1378,WW,1,12,E156,TZEEI 68,55,55,0,46,19.6,5,7,9,0,0,0.11,100,,,5
BA22365-IK'OPT-1169,1379,WW,1,12,E15,TZEEIOR 299,53,52,1,115.8,55,4,3,4,0,16.67,1,11.11,3164.488017,,4
BA22365-IK'OPT-1170,1380,WW,1,12,E144,TZEEIOR 102,52,51,1,129.4,57,3,3,4,0,0,0.75,0,1882.352941,,3
BA22365-IK'OPT-1171,1381,WW,1,12,E85,TZEEIOR 426,52,51,1,102.6,61,2,3,3,0,52.94,0.82,7.14,3165.664488,,5
BA22365-IK'OPT-1172,1382,WW,1,12,E89,TZEEIOR 437,52,51,1,110.8,52,3,2,5,0,0,1.63,11.54,5253.159041,,3
BA22365-IK'OPT-1173,1383,WW,1,12,E38,TZEEIOR 344,48,48,0,109,47,4,3,5,0,11.11,0.89,6.25,2588.235294,,6
BA22365-IK'OPT-1174,1384,WW,1,12,E98,TZEEIOR 461,51,51,0,120,41,3,3,4,0,0,1,15.38,3486.27451,,2
BA22365-IK'OPT-1175,1385,WW,1,12,E16,TZEEIOR 300,51,51,0,95,42,4,4,5,0,64.29,0.71,10,2069.1939,,3
BA22365-IK'OPT-1176,1386,WW,1,12,E80,TZEEIOR 415,49,49,0,126.8,56,4,3,5,0,0,1.5,11.11,3624.836601,,4
BA22365-IK'OPT-1177,1387,WW,1,12,E68,TZEEIOR 396,53,51,2,108.4,51,4,4,4,0,0,1,11.11,4284.793028,,4
BA22365-IK'OPT-1178,1388,WW,1,12,E207,Check 3 -TZdEEI 12              ,52,51,1,109.6,51,4,5,5,0,33.33,0.89,12.5,2059.956427,,5
BA22365-IK'OPT-1179,1389,WW,1,12,E117,TZEEIOR 505,51,51,0,119.2,50,4,2,4,0,27.78,1.11,10,3388.235294,,3
BA22365-IK'OPT-1180,1390,WW,1,12,E75,TZEEIOR 405,51,51,0,119.2,60,3,3,5,0,16.67,1.11,15,3784.749455,,3
BA22365-IK'OPT-1181,1391,WW,1,13,E78,TZEEIOR 412,53,53,0,94.6,39,4,4,5,0,0,0.87,7.69,2039.215686,,3
BA22365-IK'OPT-1182,1392,WW,1,13,E149,TZEEIOR 146,,,,,,,,,,,,,,,.
BA22365-IK'OPT-1183,1393,WW,1,13,E154,TZEEI 63,,,,,,,,,,,,,,,4
BA22365-IK'OPT-1184,1394,WW,1,13,E120,TZEEIOR 513,51,51,0,103.2,39,4,3,4,0,75,1.44,13.04,3467.538126,,3
BA22365-IK'OPT-1185,1395,WW,1,13,E124,TZEEIOR 522,57,56,1,92.8,50.4,4,5,5,0,0,0.57,12.5,1169.934641,,3
BA22365-IK'OPT-1186,1396,WW,1,13,E174,TZEEIOR 123,57,57,0,98.8,39,4,5,5,0,0,0.8,12.5,1145.098039,,3
BA22365-IK'OPT-1187,1397,WW,1,13,E112,TZEEIOR 494,51,51,0,107.6,51.4,2,2,5,0,0,0.11,0,386.0566449,,3
BA22365-IK'OPT-1188,1398,WW,1,13,E187,TZEEIOR 97,57,57,0,143.8,63,4,3,3,0,0,1.59,7.41,5383.006536,,5
BA22365-IK'OPT-1189,1399,WW,1,13,E104,TZEEIOR 471,54,53,1,130.2,57,3,2,4,0,0,1.19,5.26,3475.555556,,3
BA22365-IK'OPT-1190,1400,WW,1,13,E201,TZEEIOR 250,58,58,0,137.8,58.8,4,3,4,0,0,0.73,9.09,2623.093682,,3
BA22365-IK'OPT-1191,1401,WW,1,13,E204,TZEEIOR 339,51,51,0,124.8,44.2,3,2,3,0,0,0.88,7.14,3461.568627,,3
BA22365-IK'OPT-1192,1402,WW,1,13,E18,TZEEIOR 302,53,54,1,125.6,57,3,3,5,0,0,1.18,15.38,2687.145969,,5
BA22365-IK'OPT-1193,1403,WW,1,13,E114,TZEEIOR 500,49,48,1,127.2,59.2,4,4,3,0,22.22,1.06,10.53,4148.148148,,4
BA22365-IK'OPT-1194,1404,WW,1,13,E200,TZEEIOR 28,53,55,2,139.6,51,3,4,7,0,0,0.55,0,389.9782135,,4
BA22365-IK'OPT-1195,1405,WW,1,13,E186,TZEEIOR 125,54,56,2,115.8,40.8,4,4,7,0,0,0.77,10,772.1132898,,3
BA22365-IK'OPT-1196,1406,WW,1,14,E173,TZEEIOR 195,53,54,1,156.4,64.2,2,2,4,0,0,0.94,6.25,3716.775599,,5
BA22365-IK'OPT-1197,1407,WW,1,14,E105,TZEEIOR 476,54,53,1,122,55,3,2,4,0,11.11,1.11,15,4606.535948,,3
BA22365-IK'OPT-1198,1408,WW,1,14,E209,Check 5 -TZdEEI 7                ,52,51,1,139.6,56.2,4,2,3,0,0,0.87,15.38,4585.620915,,2
BA22365-IK'OPT-1199,1409,WW,1,14,E145,TZEEIOR 123,53,54,1,124.6,54.4,3,3,4,17.65,17.65,1,17.65,3886.71024,,3
BA22365-IK'OPT-1200,1410,WW,1,14,E64,TZEEIOR 391,55,56,1,66.4,31,5,7,7,0,70.59,0.12,0,0,,8
BA22365-IK'OPT-1201,1411,WW,1,14,E159,TZEEI 82,53,54,1,101,38,6,6,7,0,0,0.33,0,0,,4
BA22365-IK'OPT-1202,1412,WW,1,14,E90,TZEEIOR 441,49,48,1,141.8,65.2,2,2,3,0,0,1.29,13.64,5529.411765,,2
BA22365-IK'OPT-1203,1413,WW,1,14,E49,TZEEIOR 367,53,53,0,98,49.6,4,5,6,0,30.77,0.46,16.67,812.5490196,,4
BA22365-IK'OPT-1204,1414,WW,1,14,E81,TZEEIOR 417,49,48,1,124,54.2,3,2,5,0,0,1.22,9.09,3137.254902,,3
BA22365-IK'OPT-1205,1415,WW,1,14,E21,TZEEIOR 306,52,51,1,109,44,6,4,5,0,16.67,0.83,6.67,2856.819172,,5
BA22365-IK'OPT-1206,1416,WW,1,14,E134,TZEEIOR 540,54,54,0,124.4,50.4,3,4,5,0,46.67,0.67,20,1628.75817,,3
BA22365-IK'OPT-1207,1417,WW,1,14,E56,TZEEIOR 378,55,52,3,123.6,51,3,3,5,0,15.38,1,15.38,2329.411765,,5
BA22365-IK'OPT-1208,1418,WW,1,14,E69,TZEEIOR 397,52,52,0,111.2,43.2,3,4,5,0,0,1.07,13.33,2326.797386,,3
BA22365-IK'OPT-1209,1419,WW,1,14,E94,TZEEIOR 452,52,51,1,110.8,53,3,4,3,0,0,1.18,10,3803.921569,,3
BA22365-IK'OPT-1210,1420,WW,1,14,E14,TZEEIOR 298,57,57,0,109.6,46.4,3,5,5,0,12.5,0.88,7.14,2308.496732,,3
BA21365-IK'DT-2001,2001,MD,2,15,E13,TZEEIOR 296,61,61,0,106.2,42,3,7,7,0,0,0.555555556,20,192.8104575,5,
BA21365-IK'DT-2002,2002,MD,2,15,E90,TZEEIOR 441,54,54,0,85,35,4,5,5,0,0,0.777777778,14.28571429,957.5163399,7,
BA21365-IK'DT-2003,2003,MD,2,15,E196,TZEEIOR 349,56,56,0,83.8,46.2,4,6,6,0,0,0.388888889,14.28571429,416.9934641,7,
BA21365-IK'DT-2004,2004,MD,2,15,E148,TZEEIOR 140,59,59,0,80.6,42,5,7,6,0,0,0.833333333,0,585.620915,5,
BA21365-IK'DT-2005,2005,MD,2,15,E32,TZEEIOR 333,56,56,0,81.6,37,5,6,6,0,0,0.882352941,33.33333333,588.2352941,6,
BA21365-IK'DT-2006,2006,MD,2,15,E77,TZEEIOR 407,55,55,0,82.4,38.2,3,6,5,0,0,0.529411765,11.11111111,564.7058824,6,
BA21365-IK'DT-2007,2007,MD,2,15,E86,TZEEIOR 427,53,53,0,91.6,47,4,7,5,0,0,0.777777778,21.42857143,799.7385621,6,
BA21365-IK'DT-2008,2008,MD,2,15,E42,TZEEIOR 352,55,54,1,66.2,29.6,3,6,5,0,0,0.666666667,8.333333333,581.6993464,6,
BA21365-IK'DT-2009,2009,MD,2,15,E64,TZEEIOR 391,59,59,0,66.4,34.2,3,7,6,0,0,0.388888889,0,392.1568627,6,
BA21365-IK'DT-2010,2010,MD,2,15,E1,TZEEIOR 279,53,53,0,102.2,50.6,3,6,6,0,0,0.333333333,16.66666667,388.2352941,6,
BA21365-IK'DT-2011,2011,MD,2,15,E175,TZEEIOR 24,56,58,2,98.2,38.8,1,7,7,0,0,0.2,0,192.5925926,7,
BA21365-IK'DT-2012,2012,MD,2,15,E73,TZEEIOR 403,53,53,0,86,48.4,5,3,4,0,0,0.611111111,18.18181818,1329.847495,6,
BA21365-IK'DT-2013,2013,MD,2,15,E46,TZEEIOR 361,52,52,0,81.2,33.2,3,6,6,0,0,0.5625,55.55555556,562.0915033,7,
BA21365-IK'DT-2014,2014,MD,2,15,E108,TZEEIOR 479,53,52,1,78.8,44.8,3,6,6,0,0,0.611111111,9.090909091,574.5098039,6,
BA21365-IK'DT-2015,2015,MD,2,15,E76,TZEEIOR 406,56,56,0,84.2,51.4,5,7,6,0,22.22222222,0.666666667,33.33333333,606.5359477,6,
BA21365-IK'DT-2016,2016,MD,2,16,E153,TZEEI 58,56,58,2,110.6,36.2,3,4,8,0,0,0.058823529,0,38.47494553,7,
BA21365-IK'DT-2017,2017,MD,2,16,E112,TZEEIOR 494,52,53,1,69.2,54,5,7,7,0,0,0.111111111,0,191.7211329,7,
BA21365-IK'DT-2018,2018,MD,2,16,E75,TZEEIOR 405,52,52,0,105.2,50.4,5,6,4,0,0,0.666666667,25,1164.705882,6,
BA21365-IK'DT-2019,2019,MD,2,16,E128,TZEEIOR 528,50,50,0,116.8,50.4,3,6,5,0,60,1.266666667,10.52631579,759.912854,6,
BA21365-IK'DT-2020,2020,MD,2,16,E2,TZEEIOR 280,52,52,0,105.6,52,5,5,6,0,0,0.333333333,0,379.0849673,6,
BA21365-IK'DT-2021,2021,MD,2,16,E120,TZEEIOR 513,48,47,1,108.4,50.2,3,5,5,0,22.22222222,0.777777778,28.57142857,956.4270153,7,
BA21365-IK'DT-2022,2022,MD,2,16,E88,TZEEIOR 434,48,48,0,112.2,42.8,2,5,4,0,11.11111111,0.888888889,37.5,1378.649237,6,
BA21365-IK'DT-2023,2023,MD,2,16,E191,TZEEIOR 525,51,51,0,112,45.6,3,6,4,0,11.11111111,0.555555556,0,946.6230937,5,
BA21365-IK'DT-2024,2024,MD,2,16,E169,TZEEIOR 113,57,57,0,120.4,50.6,3,5,6,0,0,0.611111111,9.090909091,1735.294118,6,
BA21365-IK'DT-2025,2025,MD,2,16,E189,TZEEIOR 205,57,58,1,122.2,67.6,3,5,7,0,0,0.705882353,0,383.4422658,6,
BA21365-IK'DT-2026,2026,MD,2,16,E95,TZEEIOR 453,56,55,1,123.6,55,2,5,5,0,0,0.888888889,12.5,974.9455338,6,
BA21365-IK'DT-2027,2027,MD,2,16,E15,TZEEIOR 299,53,53,0,120.8,61.4,3,6,3,0,0,0.833333333,0,1960.784314,4,
BA21365-IK'DT-2028,2028,MD,2,16,E93,TZEEIOR 447,55,55,0,124.6,65.6,3,5,4,0,0,0.777777778,7.142857143,1345.098039,6,
BA21365-IK'DT-2029,2029,MD,2,16,E104,TZEEIOR 471,57,58,1,114,65.2,5,4,5,0,0,0.722222222,15.38461538,990.1525054,6,
BA21365-IK'DT-2030,2030,MD,2,16,E113,TZEEIOR 498,53,53,0,131.2,75.4,5,4,4,0,0,0.888888889,25,1919.389978,4,
BA21365-IK'DT-2031,2031,MD,2,17,E33,TZEEIOR 334,51,50,1,114.4,58.2,3,6,4,0,0,1.071428571,20,1323.747277,4,
BA21365-IK'DT-2032,2032,MD,2,17,E190,TZEEIOR 209,53,53,0,139.6,73.2,2,6,4,0,0,0.944444444,29.41176471,577.7777778,3,
BA21365-IK'DT-2033,2033,MD,2,17,E198,TZEEIOR 142,59,59,0,90.4,48.6,2,6,5,0,11.11111111,0.777777778,0,949.8910675,6,
BA21365-IK'DT-2034,2034,MD,2,17,E57,TZEEIOR 379,51,51,0,91.8,35,3,5,5,0,0,0.75,22.22222222,962.962963,5,
