ENV,GEN,REP,D50F,WT100SE
IK2020,TVu1715,1,55,19.1
IK2020,TVu1715,2,51,
IK2020,TVu1715,3,48,21.1
IK2020,TVu1727,1,.,
IK2020,TVu1727,2,52,22.1
IK2020,TVu1727,3,52,18.1
IK2020,TVu1775,1,53,16.2
IK2020,TVu1775,2,54,15.1
IK2020,TVu1775,3,55,10.7
IK2020,TVu1780,1,56,15.1
IK2020,TVu1780,2,.,12.4
IK2020,TVu1780,3,56,10
IK2020,TVu1811,1,.,
IK2020,TVu1811,2,53,
IK2020,TVu1811,3,.,
IK2020,TVu1886,1,50,
IK2020,TVu1886,2,43,
IK2020,TVu1886,3,47,16
IK2020,TVu1916,1,48,12.3
IK2020,TVu1916,2,46,8
IK2020,TVu1916,3,41,12.3
IK2020,TVu201,1,44,13.1
IK2020,TVu201,2,45,11.2
IK2020,TVu201,3,43,14.2
IK2020,TVu2027,1,58,
IK2020,TVu2027,2,42,
IK2020,TVu2027,3,54,32.1
IK2020,TVu21,1,50,4.9
IK2020,TVu21,2,46,
IK2020,TVu21,3,49,16.2
IK2020,TVu2168,1,50,11.1
IK2020,TVu2168,2,53,
IK2020,TVu2168,3,50,11.2
IK2020,TVu2185,1,49,13.1
IK2020,TVu2185,2,52,11.5
IK2020,TVu2185,3,55,12.2
IK2020,TVu2252,1,50,14.8
IK2020,TVu2252,2,.,11
IK2020,TVu2252,3,44,6
IK2020,TVu2280,1,56,13.2
IK2020,TVu2280,2,50,14.2
IK2020,TVu2280,3,52,16.2
IK2020,TVu2322,1,53,
IK2020,TVu2322,2,48,
IK2020,TVu2322,3,50,10.6
IK2020,TVu2398,1,.,
IK2020,TVu2398,2,43,
IK2020,TVu2398,3,42,
IK2020,TVu2418,1,54,24
IK2020,TVu2418,2,52,16.2
IK2020,TVu2418,3,57,15.1
IK2020,TVu2449,1,47,14.2
IK2020,TVu2449,2,44,
IK2020,TVu2449,3,41,8.4
IK2020,TVu2500,1,50,20.1
IK2020,TVu2500,2,53,14.6
IK2020,TVu2500,3,48,6.3
IK2020,TVu2548,1,50,14.5
IK2020,TVu2548,2,58,15
IK2020,TVu2548,3,54,14.1
IK2020,TVu2606,1,49,10.1
IK2020,TVu2606,2,55,10.5
IK2020,TVu2606,3,55,12.6
IK2020,TVu264,1,52,9.5
IK2020,TVu264,2,41,12.1
IK2020,TVu264,3,48,12.4
IK2020,TVu2680,1,52,10.1
IK2020,TVu2680,2,52,
IK2020,TVu2680,3,62,14
IK2020,TVu2723,1,45,3
IK2020,TVu2723,2,40,
IK2020,TVu2723,3,48,
IK2020,TVu2736,1,50,7.1
IK2020,TVu2736,2,49,
IK2020,TVu2736,3,59,7
IK2020,TVu2769,1,48,5.4
IK2020,TVu2769,2,.,
IK2020,TVu2769,3,54,
IK2020,TVu2845,1,41,14.1
IK2020,TVu2845,2,52,
IK2020,TVu2845,3,50,15
IK2020,TVu2933,1,56,
IK2020,TVu2933,2,46,13
IK2020,TVu2933,3,51,12.2
IK2020,TVu2968,1,.,12.4
IK2020,TVu2968,2,.,
IK2020,TVu2968,3,.,12
IK2020,TVu2971,1,45,10.2
IK2020,TVu2971,2,.,
IK2020,TVu2971,3,50,13.1
IK2020,TVu3043,1,43,7
IK2020,TVu3043,2,.,
IK2020,TVu3043,3,43,10.2
IK2020,TVu3076,1,50,7.3
IK2020,TVu3076,2,44,
IK2020,TVu3076,3,55,10.6
IK2020,TVu3107,1,49,9.2
IK2020,TVu3107,2,46,
IK2020,TVu3107,3,43,7.1
IK2020,TVu3156,1,54,5.4
IK2020,TVu3156,2,55,
IK2020,TVu3156,3,41,4
IK2020,TVu3282,1,50,15.3
IK2020,TVu3282,2,52,
IK2020,TVu3282,3,51,11
IK2020,TVu3310,1,48,11.2
IK2020,TVu3310,2,45,11.2
IK2020,TVu3310,3,52,10.2
IK2020,TVu3346,1,38,14
IK2020,TVu3346,2,41,
IK2020,TVu3346,3,45,
IK2020,TVu3360,1,49,8
IK2020,TVu3360,2,47,
IK2020,TVu3360,3,50,13.2
IK2020,TVu3389,1,52,11.8
IK2020,TVu3389,2,48,13.2
IK2020,TVu3389,3,55,10.2
IK2020,TVu3552,1,53,8
IK2020,TVu3552,2,55,
IK2020,TVu3552,3,51,9.2
IK2020,TVu3565,1,50,10.4
IK2020,TVu3565,2,52,
IK2020,TVu3565,3,51,11.5
IK2020,TVu3652,1,44,10.4
IK2020,TVu3652,2,41,
IK2020,TVu3652,3,48,12
IK2020,TVu3657,1,55,6.3
IK2020,TVu3657,2,61,
IK2020,TVu3657,3,.,7
IK2020,TVu3736,1,.,
IK2020,TVu3736,2,.,
IK2020,TVu3736,3,.,
IK2020,TVu374,1,48,9
IK2020,TVu374,2,45,9.2
IK2020,TVu374,3,46,10.5
IK2020,TVu3745,1,53,14.8
IK2020,TVu3745,2,52,
IK2020,TVu3745,3,52,10.6
IK2020,TVu3804,1,46,4
IK2020,TVu3804,2,,
IK2020,TVu3804,3,60,27.2
IK2020,TVu3817,1,56,32
IK2020,TVu3817,2,.,
IK2020,TVu3817,3,55,20.2
IK2020,TVu3830,1,55,
IK2020,TVu3830,2,52,
IK2020,TVu3830,3,.,10.3
IK2020,TVu3842,1,46,11.1
IK2020,TVu3842,2,52,13.4
IK2020,TVu3842,3,53,16.3
IK2020,TVu393,1,55,13
IK2020,TVu393,2,61,13.4
IK2020,TVu393,3,53,14
IK2020,TVu3947,1,46,11.3
IK2020,TVu3947,2,42,6.3
IK2020,TVu3947,3,47,10.5
IK2020,TVu3965,1,55,11.5
IK2020,TVu3965,2,56,14.2
IK2020,TVu3965,3,.,15.2
IK2020,TVu3969,1,52,15.1
IK2020,TVu3969,2,50,
IK2020,TVu3969,3,53,22.1
IK2020,TVu4030,1,55,11.7
IK2020,TVu4030,2,.,
IK2020,TVu4030,3,56,14.1
IK2020,TVu408,1,54,9.3
IK2020,TVu408,2,52,
IK2020,TVu408,3,.,8.5
IK2020,TVu4097,1,.,8.6
IK2020,TVu4097,2,.,
IK2020,TVu4097,3,.,10
IK2020,TVu415,1,41,11.1
IK2020,TVu415,2,40,11.2
IK2020,TVu415,3,45,10.9
IK2020,TVu43,1,41,7.3
IK2020,TVu43,2,47,15.2
IK2020,TVu43,3,45,10.2
IK2020,TVu4316,1,45,7
IK2020,TVu4316,2,50,7.2
IK2020,TVu4316,3,45,11
IK2020,TVu4328,1,41,13.1
IK2020,TVu4328,2,42,
IK2020,TVu4328,3,.,23.4
IK2020,TVu4535,1,46,.
IK2020,TVu4535,2,44,
IK2020,TVu4535,3,44,9
IK2020,TVu4545,1,46,16
IK2020,TVu4545,2,50,18
IK2020,TVu4545,3,48,21
IK2020,TVu4557,1,46,10.2
IK2020,TVu4557,2,49,
IK2020,TVu4557,3,45,15.2
IK2020,TVu456,1,49,12.6
IK2020,TVu456,2,47,
IK2020,TVu456,3,48,9.4
IK2020,TVu4622,1,50,9.2
IK2020,TVu4622,2,43,10.1
IK2020,TVu4622,3,52,12.2
IK2020,TVu4632,1,54,12.1
IK2020,TVu4632,2,.,11.2
IK2020,TVu4632,3,.,6.3
IK2020,TVu4669,1,45,
IK2020,TVu4669,2,45,14.3
IK2020,TVu4669,3,50,
IK2020,TVu467,1,42,10.4
IK2020,TVu467,2,45,
IK2020,TVu467,3,44,12
IK2020,TVu4696,1,44,25.2
IK2020,TVu4696,2,54,
IK2020,TVu4696,3,52,23
IK2020,TVu4711,1,49,14.2
IK2020,TVu4711,2,52,
IK2020,TVu4711,3,53,14.5
IK2020,TVu4760,1,53,3.2
IK2020,TVu4760,2,.,
IK2020,TVu4760,3,.,
IK2020,TVu4761,1,.,
IK2020,TVu4761,2,.,
IK2020,TVu4761,3,54,4.3
IK2020,TVu4783,1,44,13
IK2020,TVu4783,2,48,
IK2020,TVu4783,3,50,16.2
IK2020,TVu4808,1,46,12.1
IK2020,TVu4808,2,48,
IK2020,TVu4808,3,47,
IK2020,TVu4823,1,44,14
IK2020,TVu4823,2,48,
IK2020,TVu4823,3,44,15
IK2020,TVu4923,1,44,17.1
IK2020,TVu4923,2,39,13.5
IK2020,TVu4923,3,47,14.5
IK2020,TVu4943,1,46,16.2
IK2020,TVu4943,2,.,
IK2020,TVu4943,3,.,
IK2020,TVu4963,1,52,21.5
IK2020,TVu4963,2,52,
IK2020,TVu4963,3,50,10
IK2020,TVu4984,1,44,19
IK2020,TVu4984,2,45,14.2
IK2020,TVu4984,3,45,13
IK2020,TVu5018,1,53,9.1
IK2020,TVu5018,2,53,
IK2020,TVu5018,3,59,
IK2020,TVu5107,1,52,15.3
IK2020,TVu5107,2,52,
IK2020,TVu5107,3,.,14.4
IK2020,TVu523,1,54,11.2
IK2020,TVu523,2,.,
IK2020,TVu523,3,.,13.5
IK2020,TVu53,1,45,12.3
IK2020,TVu53,2,50,
IK2020,TVu53,3,46,
IK2020,TVu5307,1,52,13.2
IK2020,TVu5307,2,53,
IK2020,TVu5307,3,52,11
IK2020,TVu5415,1,56,14.2
IK2020,TVu5415,2,58,12.1
IK2020,TVu5415,3,54,18
IK2020,TVu5443,1,51,6
IK2020,TVu5443,2,49,14.1
IK2020,TVu5443,3,50,12
IK2020,TVu5444,1,51,14.1
IK2020,TVu5444,2,50,
IK2020,TVu5444,3,59,13.5
IK2020,TVu5466,1,.,21.1
IK2020,TVu5466,2,59,16.5
IK2020,TVu5466,3,56,11.2
IK2020,TVu5473,1,49,9
IK2020,TVu5473,2,49,
IK2020,TVu5473,3,51,11.5
IK2020,TVu5495,1,45,9.1
IK2020,TVu5495,2,50,9.1
IK2020,TVu5495,3,45,9.2
IK2020,TVu5498,1,46,14.2
IK2020,TVu5498,2,44,
IK2020,TVu5498,3,50,22
IK2020,TVu5500,1,50,6.4
IK2020,TVu5500,2,52,
IK2020,TVu5500,3,50,13.5
IK2020,TVu5609,1,52,
IK2020,TVu5609,2,48,13.5
IK2020,TVu5609,3,50,14.2
IK2020,TVu5649,1,54,17.1
IK2020,TVu5649,2,52,
IK2020,TVu5649,3,56,17.4
IK2020,TVu5721,1,51,13.2
IK2020,TVu5721,2,52,
IK2020,TVu5721,3,54,17.1
IK2020,TVu578,1,53,18.1
IK2020,TVu578,2,55,17.1
IK2020,TVu578,3,61,14
IK2020,TVu5828,1,57,17.6
IK2020,TVu5828,2,59,
IK2020,TVu5828,3,53,13.2
IK2020,TVu5874,1,52,16.1
IK2020,TVu5874,2,49,
IK2020,TVu5874,3,48,14
IK2020,TVu5957,1,52,15.2
IK2020,TVu5957,2,46,16.1
IK2020,TVu5957,3,48,
IK2020,TVu6356,1,50,5.2
IK2020,TVu6356,2,53,9.1
IK2020,TVu6356,3,.,10
IK2020,TVu6365,1,53,12.3
IK2020,TVu6365,2,.,
IK2020,TVu6365,3,56,13.2
IK2020,TVu6439,1,55,18.2
IK2020,TVu6439,2,46,
IK2020,TVu6439,3,43,11
IK2020,TVu6464,1,54,10.1
IK2020,TVu6464,2,52,11.2
IK2020,TVu6464,3,41,10.8
IK2020,TVu6477,1,53,18.2
IK2020,TVu6477,2,56,
IK2020,TVu6477,3,50,12.5
IK2020,TVu6493,1,46,12.6
IK2020,TVu6493,2,53,16.7
IK2020,TVu6493,3,43,14.1
IK2020,TVu6641,1,52,7.6
IK2020,TVu6641,2,52,7.5
IK2020,TVu6641,3,.,
IK2020,TVu6642,1,46,17.5
IK2020,TVu6642,2,.,
IK2020,TVu6642,3,47,
IK2020,TVu6643,1,49,16.5
IK2020,TVu6643,2,43,
IK2020,TVu6643,3,44,
IK2020,TVu6644,1,53,11.2
IK2020,TVu6644,2,52,
IK2020,TVu6644,3,50,10.2
IK2020,TVu6663,1,52,
IK2020,TVu6663,2,53,
IK2020,TVu6663,3,.,
IK2020,TVu6744,1,54,8.6
IK2020,TVu6744,2,49,11.2
IK2020,TVu6744,3,51,8
IK2020,TVu6782,1,50,16.3
IK2020,TVu6782,2,49,13.5
IK2020,TVu6782,3,48,10
IK2020,TVu6824,1,.,
IK2020,TVu6824,2,55,
IK2020,TVu6824,3,.,
IK2020,TVu6837,1,41,14.3
IK2020,TVu6837,2,49,9.4
IK2020,TVu6837,3,44,13.4
IK2020,TVu6855,1,57,10.3
IK2020,TVu6855,2,54,
IK2020,TVu6855,3,67,13.2
IK2020,TVu6858,1,.,7.3
IK2020,TVu6858,2,.,
IK2020,TVu6858,3,.,.
IK2020,TVu6947,1,55,20
IK2020,TVu6947,2,52,13.1
IK2020,TVu6947,3,.,15.1
IK2020,TVu6959,1,49,19.5
IK2020,TVu6959,2,48,
IK2020,TVu6959,3,45,
IK2020,TVu6966,1,54,
IK2020,TVu6966,2,47,
IK2020,TVu6966,3,54,
IK2020,TVu6968,1,52,14.7
IK2020,TVu6968,2,52,
IK2020,TVu6968,3,50,11
IK2020,TVu6994,1,55,10
IK2020,TVu6994,2,49,
IK2020,TVu6994,3,53,12
IK2020,TVu7127,1,52,23.2
IK2020,TVu7127,2,47,14.6
IK2020,TVu7127,3,.,13.2
IK2020,TVu7155,1,55,14.9
IK2020,TVu7155,2,59,
IK2020,TVu7155,3,57,14
IK2020,TVu7290,1,50,6.2
IK2020,TVu7290,2,44,
IK2020,TVu7290,3,45,15
IK2020,TVu7325,1,52,10.3
IK2020,TVu7325,2,54,
IK2020,TVu7325,3,54,12.1
IK2020,TVu7362,1,44,8.2
IK2020,TVu7362,2,.,
IK2020,TVu7362,3,44,10.1
IK2020,TVu7382,1,45,16.2
IK2020,TVu7382,2,44,
IK2020,TVu7382,3,.,
IK2020,TVu7559,1,56,18.6
IK2020,TVu7559,2,50,
IK2020,TVu7559,3,50,19.1
IK2020,TVu7614,1,45,7.4
IK2020,TVu7614,2,50,
IK2020,TVu7614,3,50,11
IK2020,TVu7625,1,49,14.2
IK2020,TVu7625,2,53,
IK2020,TVu7625,3,53,
IK2020,TVu7642,1,.,14.1
IK2020,TVu7642,2,56,
IK2020,TVu7642,3,.,12.3
IK2020,TVu7647,1,49,8.2
IK2020,TVu7647,2,50,
IK2020,TVu7647,3,53,11
IK2020,TVu7684,1,50,
IK2020,TVu7684,2,43,
IK2020,TVu7684,3,48,
IK2020,TVu7719,1,44,
IK2020,TVu7719,2,40,12.3
IK2020,TVu7719,3,44,
IK2020,TVu7739,1,58,12.2
IK2020,TVu7739,2,55,
IK2020,TVu7739,3,50,10.4
IK2020,TVu7755,1,43,13.5
IK2020,TVu7755,2,45,
IK2020,TVu7755,3,41,6.3
IK2020,TVu7798,1,42,18.1
IK2020,TVu7798,2,48,22.1
IK2020,TVu7798,3,46,18.3
IK2020,TVu7971,1,45,
IK2020,TVu7971,2,47,
IK2020,TVu7971,3,45,6.2
IK2020,TVu7991,1,52,10.2
IK2020,TVu7991,2,50,14.3
IK2020,TVu7991,3,50,14.2
IK2020,TVu8,1,50,10.1
IK2020,TVu8,2,45,
IK2020,TVu8,3,42,10.1
IK2020,TVu8059,1,48,13.1
IK2020,TVu8059,2,49,
IK2020,TVu8059,3,56,14
IK2020,TVu8072,1,46,8.9
IK2020,TVu8072,2,45,10.2
IK2020,TVu8072,3,53,14
IK2020,TVu8082,1,46,18
IK2020,TVu8082,2,.,
IK2020,TVu8082,3,54,15
IK2020,TVu8123,1,53,15
IK2020,TVu8123,2,53,9.1
IK2020,TVu8123,3,48,13
IK2020,TVu8262,1,53,19.2
IK2020,TVu8262,2,56,
IK2020,TVu8262,3,.,18
IK2020,TVu8389,1,47,21.5
IK2020,TVu8389,2,51,19.2
IK2020,TVu8389,3,.,11.8
IK2020,TVu84,1,49,17
IK2020,TVu84,2,40,12
IK2020,TVu84,3,44,11
IK2020,TVu8464,1,.,
IK2020,TVu8464,2,54,13.1
IK2020,TVu8464,3,.,
IK2020,TVu8516,1,.,
IK2020,TVu8516,2,44,
IK2020,TVu8516,3,.,
IK2020,TVu8612,1,50,11.4
IK2020,TVu8612,2,49,
IK2020,TVu8612,3,53,14
IK2020,TVu8622,1,52,10.1
IK2020,TVu8622,2,58,
IK2020,TVu8622,3,.,11.4
IK2020,TVu8631,1,46,12
IK2020,TVu8631,2,51,
IK2020,TVu8631,3,54,11.4
IK2020,TVu8641,1,50,23.1
IK2020,TVu8641,2,52,10.5
IK2020,TVu8641,3,50,15.1
IK2020,TVu8656,1,44,11.5
IK2020,TVu8656,2,.,
IK2020,TVu8656,3,.,21.2
IK2020,TVu8671,1,43,7.2
IK2020,TVu8671,2,39,
IK2020,TVu8671,3,43,12.6
IK2020,TVu8673,1,61,13.1
IK2020,TVu8673,2,58,12.2
IK2020,TVu8673,3,65,11.2
IK2020,TVu870,1,.,
IK2020,TVu870,2,52,
IK2020,TVu870,3,56,23.1
IK2020,TVu8702,1,58,14.2
IK2020,TVu8702,2,53,
IK2020,TVu8702,3,51,11.6
IK2020,TVu8713,1,48,12.3
IK2020,TVu8713,2,.,12.2
IK2020,TVu8713,3,45,21.2
IK2020,TVu8775,1,46,7
IK2020,TVu8775,2,45,
IK2020,TVu8775,3,51,14
IK2020,TVu8779,1,50,17.3
IK2020,TVu8779,2,54,
IK2020,TVu8779,3,.,11
IK2020,TVu8812,1,45,6.6
IK2020,TVu8812,2,49,
IK2020,TVu8812,3,55,11
IK2020,TVu8834,1,50,10.1
IK2020,TVu8834,2,55,
IK2020,TVu8834,3,53,20
IK2020,TVu8838,1,48,9.5
IK2020,TVu8838,2,50,
IK2020,TVu8838,3,44,11.3
IK2020,TVu8877,1,50,
IK2020,TVu8877,2,.,
IK2020,TVu8877,3,45,16
IK2020,TVu8883,1,49,10.2
IK2020,TVu8883,2,43,
IK2020,TVu8883,3,55,12.1
IK2020,TVu889,1,45,14.2
IK2020,TVu889,2,.,15.3
IK2020,TVu889,3,.,13.5
IK2020,TVu8923,1,.,18.2
IK2020,TVu8923,2,52,
IK2020,TVu8923,3,54,19.2
IK2020,TVu8934,1,.,19.5
IK2020,TVu8934,2,.,
IK2020,TVu8934,3,.,
IK2020,TVu9031,1,.,17.5
IK2020,TVu9031,2,52,
IK2020,TVu9031,3,.,17.1
IK2020,TVu9073,1,43,16.4
IK2020,TVu9073,2,.,
IK2020,TVu9073,3,.,
IK2020,TVu9095,1,46,15.1
IK2020,TVu9095,2,47,
IK2020,TVu9095,3,48,8.1
IK2020,TVu9151,1,55,12.1
IK2020,TVu9151,2,.,
IK2020,TVu9151,3,58,9.2
IK2020,TVu9220,1,59,12.2
IK2020,TVu9220,2,54,
IK2020,TVu9220,3,.,10.2
IK2020,TVu9228,1,46,16.2
IK2020,TVu9228,2,43,
IK2020,TVu9228,3,.,23.2
IK2020,TVu9234,1,45,14.2
IK2020,TVu9234,2,45,
IK2020,TVu9234,3,51,14.5
IK2020,TVu9237,1,50,17.5
IK2020,TVu9237,2,47,16
IK2020,TVu9237,3,52,18.2
IK2020,TVu9256,1,37,6.3
IK2020,TVu9256,2,44,
IK2020,TVu9256,3,43,14.2
IK2020,TVu9257,1,46,11.1
IK2020,TVu9257,2,50,
IK2020,TVu9257,3,50,14
IK2020,TVu9259,1,46,14.1
IK2020,TVu9259,2,45,13.2
IK2020,TVu9259,3,54,22.1
IK2020,TVu9265,1,44,9
IK2020,TVu9265,2,45,
IK2020,TVu9265,3,43,17.5
IK2020,TVu9357,1,48,7.2
IK2020,TVu9357,2,42,
IK2020,TVu9357,3,48,4
IK2020,TVu9391,1,44,4.1
IK2020,TVu9391,2,.,
IK2020,TVu9391,3,.,
IK2020,TVu9393,1,43,7.5
IK2020,TVu9393,2,44,
IK2020,TVu9393,3,46,
IK2020,TVu945,1,46,12.3
IK2020,TVu945,2,44,15.3
IK2020,TVu945,3,53,17
IK2020,TVu946,1,47,11.2
IK2020,TVu946,2,59,9.2
IK2020,TVu946,3,.,9.2
IK2020,TVu9468,1,53,4.8
IK2020,TVu9468,2,48,10
IK2020,TVu9468,3,.,16
IK2020,TVu9469,1,54,8.6
IK2020,TVu9469,2,45,
IK2020,TVu9469,3,54,10
IK2020,TVu9474,1,52,9.4
IK2020,TVu9474,2,51,
IK2020,TVu9474,3,51,15
IK2020,TVu9486,1,54,
IK2020,TVu9486,2,61,
IK2020,TVu9486,3,55,16.1
IK2020,TVu9492,1,44,7.6
IK2020,TVu9492,2,42,9.2
IK2020,TVu9492,3,41,12.2
IK2020,TVu9506,1,56,
IK2020,TVu9506,2,48,
IK2020,TVu9506,3,51,
IK2020,TVu9508,1,50,
IK2020,TVu9508,2,.,
IK2020,TVu9508,3,47,13.2
IK2020,TVu9516,1,45,13.5
IK2020,TVu9516,2,42,
IK2020,TVu9516,3,54,12.3
IK2020,TVu9522,1,50,13.1
IK2020,TVu9522,2,55,8.2
IK2020,TVu9522,3,56,11.1
IK2020,TVu9556,1,.,
IK2020,TVu9556,2,.,
IK2020,TVu9556,3,.,
IK2020,TVu9557,1,50,6.1
IK2020,TVu9557,2,48,
IK2020,TVu9557,3,50,9.1
IK2020,TVu9651,1,.,
IK2020,TVu9651,2,.,
IK2020,TVu9651,3,.,
IK2020,TVu9676,1,.,
IK2020,TVu9676,2,46,
IK2020,TVu9676,3,53,
IK2020,TVu969,1,47,
IK2020,TVu969,2,50,
IK2020,TVu969,3,56,10.6
IK2020,TVu972,1,44,9.3
IK2020,TVu972,2,44,
IK2020,TVu972,3,41,8.2
IK2020,TVu9749,1,.,
IK2020,TVu9749,2,.,
IK2020,TVu9749,3,.,
IK2020,TVu9761,1,53,9.1
IK2020,TVu9761,2,53,
IK2020,TVu9761,3,.,
IK2020,TVu9801,1,55,14.2
IK2020,TVu9801,2,45,
IK2020,TVu9801,3,45,12.3
IK2020,TVu9820,1,47,21.1
IK2020,TVu9820,2,46,11.2
IK2020,TVu9820,3,42,13.4
IK2020,TVu9848,1,51,11.1
IK2020,TVu9848,2,46,
IK2020,TVu9848,3,48,10.4
IK2020,TVu9866,1,54,7.3
IK2020,TVu9866,2,53,
IK2020,TVu9866,3,51,9
MK2019,IT-99-573-1-1,1,46,20.1
MK2019,IT-99-573-1-1,2,46,18.5
MK2019,IT-99-573-1-1,3,46,15.1
MK2019,TVu1000,1,50,8.6
MK2019,TVu1000,2,54,6.9
MK2019,TVu1000,3,54,8.9
MK2019,TVu10005,1,54,7.5
MK2019,TVu10005,2,52,
MK2019,TVu10005,3,52,14.1
MK2019,TVu1004,1,48,17.4
MK2019,TVu1004,2,56,15.84
MK2019,TVu1004,3,56,
MK2019,TVu10100,1,52,7.4
MK2019,TVu10100,2,56,13.14
MK2019,TVu10100,3,56,6.3
MK2019,TVu1016,1,54,12.3
MK2019,TVu1016,2,52,9.5
MK2019,TVu1016,3,.,13.4
MK2019,TVu10179,1,48,11.7
MK2019,TVu10179,2,44,12.7
MK2019,TVu10179,3,46,10.4
MK2019,TVu10281,1,54,
MK2019,TVu10281,2,48,
MK2019,TVu10281,3,50,13
MK2019,TVu1036,1,52,11
MK2019,TVu1036,2,50,12.2
MK2019,TVu1036,3,50,11.6
MK2019,TVu10362,1,50,14.2
MK2019,TVu10362,2,48,
MK2019,TVu10362,3,52,11.5
MK2019,TVu10366,1,50,12.5
MK2019,TVu10366,2,54,12.2
MK2019,TVu10366,3,48,11.9
MK2019,TVu1037,1,52,11.1
MK2019,TVu1037,2,52,10.3
MK2019,TVu1037,3,50,10.6
MK2019,TVu10394,1,52,11.6
MK2019,TVu10394,2,54,9.1
MK2019,TVu10394,3,54,9.1
MK2019,TVu10408,1,48,
MK2019,TVu10408,2,46,
MK2019,TVu10408,3,54,
MK2019,TVu10466,1,50,8.8
MK2019,TVu10466,2,48,
MK2019,TVu10466,3,46,
MK2019,TVu10513,1,48,10.6
MK2019,TVu10513,2,52,5.6
MK2019,TVu10513,3,50,7.9
MK2019,TVu10545,1,50,12.6
MK2019,TVu10545,2,52,15.34
MK2019,TVu10545,3,50,12.7
MK2019,TVu10559,1,52,9.4
MK2019,TVu10559,2,56,10.3
MK2019,TVu10559,3,56,9.5
MK2019,TVu1059,1,43,12.8
MK2019,TVu1059,2,56,
MK2019,TVu1059,3,50,10.4
MK2019,TVu10687,1,48,12.2
MK2019,TVu10687,2,52,13.3
MK2019,TVu10687,3,54,12.1
MK2019,TVu10754,1,54,13.5
MK2019,TVu10754,2,52,16.92
MK2019,TVu10754,3,54,15
MK2019,TVu10835,1,48,14.5
MK2019,TVu10835,2,56,14.3
MK2019,TVu10835,3,52,15
MK2019,TVu10892,1,54,11.3
MK2019,TVu10892,2,.,
MK2019,TVu10892,3,50,10.6
MK2019,TVu109,1,50,
MK2019,TVu109,2,50,
MK2019,TVu109,3,56,
MK2019,TVu10910,1,54,12.1
MK2019,TVu10910,2,46,13.3
MK2019,TVu10910,3,54,13.3
MK2019,TVu10918,1,48,16.1
MK2019,TVu10918,2,48,15.17
MK2019,TVu10918,3,48,10.7
MK2019,TVu10952,1,.,
MK2019,TVu10952,2,.,
MK2019,TVu10952,3,.,
MK2019,TVu10973,1,56,12.3
MK2019,TVu10973,2,56,12.8
MK2019,TVu10973,3,52,10.1
MK2019,TVu1124,1,52,17.1
MK2019,TVu1124,2,56,
MK2019,TVu1124,3,56,15.7
MK2019,TVu113,1,50,9
MK2019,TVu113,2,54,
MK2019,TVu113,3,52,6.3
MK2019,TVu11610,1,44,13.2
MK2019,TVu11610,2,44,12.2
MK2019,TVu11610,3,44,
MK2019,TVu11971,1,.,
MK2019,TVu11971,2,.,
MK2019,TVu11971,3,.,
MK2019,TVu12432,1,46,16.3
MK2019,TVu12432,2,54,14
MK2019,TVu12432,3,54,16.3
MK2019,TVu12526,1,56,8.1
MK2019,TVu12526,2,56,19.4
MK2019,TVu12526,3,52,16.2
MK2019,TVu12565,1,48,7.2
MK2019,TVu12565,2,44,7.1
MK2019,TVu12565,3,48,8.9
MK2019,TVu12710,1,42,
MK2019,TVu12710,2,56,
MK2019,TVu12710,3,54,5.7
MK2019,TVu12746,1,54,
MK2019,TVu12746,2,48,
MK2019,TVu12746,3,48,15
MK2019,TVu1280,1,48,13.1
MK2019,TVu1280,2,54,10.2
MK2019,TVu1280,3,48,12.8
MK2019,TVu12802,1,.,
MK2019,TVu12802,2,52,
MK2019,TVu12802,3,54,
MK2019,TVu12804,1,48,
MK2019,TVu12804,2,54,
MK2019,TVu12804,3,44,12.7
MK2019,TVu12873,1,46,
MK2019,TVu12873,2,44,8.2
MK2019,TVu12873,3,56,7.6
MK2019,TVu12897,1,48,7.2
MK2019,TVu12897,2,54,8.5
MK2019,TVu12897,3,54,15.6
MK2019,TVu12923,1,48,5.4
MK2019,TVu12923,2,54,7.3
MK2019,TVu12923,3,42,9.4
MK2019,TVu12937,1,48,8.4
MK2019,TVu12937,2,48,8.8
MK2019,TVu12937,3,46,9.3
MK2019,TVu12968,1,44,8.6
MK2019,TVu12968,2,48,8.5
MK2019,TVu12968,3,48,9.2
MK2019,TVu13017,1,50,
MK2019,TVu13017,2,54,
MK2019,TVu13017,3,56,
MK2019,TVu13035,1,50,16.2
MK2019,TVu13035,2,56,19
MK2019,TVu13035,3,60,13.1
MK2019,TVu132,1,48,6.8
MK2019,TVu132,2,48,
MK2019,TVu132,3,52,6.3
MK2019,TVu13271,1,48,8.8
MK2019,TVu13271,2,48,
MK2019,TVu13271,3,48,17.1
MK2019,TVu1330,1,43,11.7
MK2019,TVu1330,2,44,
MK2019,TVu1330,3,52,10.4
MK2019,TVu13305,1,50,
MK2019,TVu13305,2,46,10
MK2019,TVu13305,3,56,10.9
MK2019,TVu13334,1,48,
MK2019,TVu13334,2,56,
MK2019,TVu13334,3,48,18.6
MK2019,TVu13388,1,48,9.5
MK2019,TVu13388,2,46,
MK2019,TVu13388,3,44,4.8
MK2019,TVu13437,1,52,11.2
MK2019,TVu13437,2,52,15.7
MK2019,TVu13437,3,44,6.4
MK2019,TVu13463,1,48,13.1
MK2019,TVu13463,2,48,5.8
MK2019,TVu13463,3,50,13.9
